"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03"
"Coquina Key","Saint Petersburg","FL","Tampa","Pinellas",1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137200,132900,128900,122950,131400,129900,129450,127900,142895,148900,150000,149700,147340,139500,139500,135000,142400,139900,139900,134900,134950,141500,137000,129900,129900,127500,127500,135500,139000
"Sunland Village East","Mesa","AZ","Phoenix","Maricopa",1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,179500,192250,185000,194500,189900,194500,185000,179250,182500,180750,185000,198500,199000,198500,197000,205000,199900,205000
"Fourth Ward","Charlotte","NC","Charlotte","Mecklenburg",1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000,232450,250000,239450,234900,263650,277450,280000,278700,255000,259900,250000,246500,246000,250000,251000,260000,248000,245000,248750,252500,263950,260000,250000,255000,249000,249000,249000,250000,248000,255000,262500,262500,260000,249900,255000
"Southeast Bend","Bend","OR","Bend","Deschutes",1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281000,295000,315000,315000,334900,324900,319900,339475,330200,319900,359900,369950,370000,379000,349000,385000,349000,314900,339950,351950,385000,379950,392250,399500,398250,397500,392500,388500,389225,390500,414745,443482
"Southeast","Helena","MT","Helena","Lewis and Clark",1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,282900,291530,301804.5,303610,293530,274000,285580,283900,283900,262500,274805,283805
"Summit West","Bend","OR","Bend","Deschutes",1210,359900,368200,365000,357900,369900,379500,372400,384450,379900,399000,384250,394000,399000,382500,394450,386500,369900,344900,369900,372400,367000,386500,385000,387900,374900,372450,375000,375000,384950,375000,389700,425000,439995,449900,466500,469900,462500,449900,486950,495000,494500,499700,524900,489000,486500,489000,489000,479000,503000,489000,477000,484000,489900,499900,499700,499250,535000,532450,532450,554950,599499.5,619000,585000,569000,575000,565000,598250,580000,580000,572000,595000,599900,631900,617000,619450
"Latah Valley","Spokane","WA","Spokane","Spokane",1211,275000,268425,269900,259000,276450,289000,289450,299450,298950,294000,299450,299900,299950,269950,279000,279000,285000,294450,280000,280000,279900,273200,279000,277000,289900,294990,294990,289900,289990,294990,294990,286995,279450,269000,262425,265000,289900,289900,272950,284500,291950,315000,315000,324900,345000,345000,310000,310000,319900,302037.5,302037.5,299900,299900,334350,326999.5,324999,319900,285750,289000,302450,309900,324000,305039,298950,298000,284995,285000,295408.5,287000,290608.5,292200,294500,286950,299999,319950
"Oak Park","Des Moines","IA","Des Moines","Polk",1212,80000,76950,74900,79950,80000,79900,77000,72750,79500,83200,84950,75000,73000,72400,73900,69900,64500,64500,69900,79450,77900,78450,71500,69900,69000,69000,69000,69000,65450,69900,74900,76400,79900,79900,88700,79999,79900,80000,78450,69900,78950,72500,72500,71250,82900,83900,81900,79700,70000,78000,75900,83700,84900,84900,81200,81400,82500,85450,87450,82500,83950,85000,85900,84900,84900,84900,79900,83500,88700,87000,86000,88700,85900,87500,89900
"Dennis Port","Dennis","MA","Cape Cod","Barnstable",1213,239450,249900,239900,254900,260000,257800,260000,249400,249905.5,249450,260000,259900,269000,267000,265450,250000,220000,212900,220000,225000,229500,239900,224950,219950,215000,199900,199000,196100,194950,209900,202000,196450,199450,224900,224900,228000,229900,235000,228950,241400,249900,239900,237450,249000,269000,279900,279900,269900,259900,259900,263500,264500,279850,269000,244450,249000,239900,239450,236900,236900,244500,224900,219450,222450,242400,244900,249000,257400,261500,268000,275000,282000,289000,289450,255900
"Bayshore","Wilmington","NC","Wilmington","New Hanover",1214,,,,,,,,,,,,,,,273200,279500,295450,289000,299450,313700,309950,299900,299000,267900,299000,294450,279949.5,285000,294900,284900,289900,293950,298950,299900,299900,299900,295000,292000,298147,294768,299900,316496.5,318010,316692,316692,299900,300450,299000,299000,299000,299440,293650,296450,298000,291795,290545,285000,285000,289900,275700,262400,265950,279805,276610,267400,289900,290900,301950,318400,297500,329900,343750,350000,346000,359900
"Lyon's Gate","Gilbert","AZ","Phoenix","Maricopa",1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245750,238500,237000,239950,242900,231000,241450,245000,254900,239500,224900,244900,243445,259950,249500,265000,227450,247900,227450,235000,230000,238450,237500,235000,249800,229900,224900,231000,235000,247000,249950,268200
"Hillcrest","Hollywood","FL","Miami-Fort Lauderdale","Broward",1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,104900,99945,104900,104900,107449.5,107400,102000,102000,104950,104900,106888,101450,106888,114900,117000,115000,109000,99900,1e+05,109900,114950,99999,99500,99999.5,102000,110000,110000,115000
"Northwest Harwinton","Harwinton","CT","Torrington","Litchfield",1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269900,269900,279000,269900,269000,269900,249900,279900,269900,280710,279900,269900,269900,261900,287000,287000,278900,259900,259900,246700,249900
"Skies West","Albuquerque","NM","Albuquerque","Bernalillo",1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157450,155000,155000,157000,159000,159900,165000,165000,162000,159500,156749.5,156449.5,156700,149950,150000,157900,153500,152000,153000,154900,154900,158450,160100,163500,150000,156900,154900,159850
"The Strip","Las Vegas","NV","Las Vegas","Clark",1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344000,350000,350000,368000,350000,370000,369900,359900,349500,350000,375888,395000,375000,350000,375444,399000,399990,439888,439495,439000,447000,442495,429900,417450,422999.5,427000,439000,419900,399000,349950,350000,399888,378888,360000,385888,375000,374995,399000
"Rolling Acres","Mobile","AL","Mobile","Mobile",1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000,147107,144900,142530,142530,140160,144800,144900,147450,149900,152000,162000,179900
"Sailboat Bend","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342000,339000,311750,299000,329450,322400,310000,300450,285000,282450,292000,299000,342000,347000,353000,375000,374000,347000,375000,366500,349000,355000,374000,385000,389450,387000,389900,389900,375000,364800,384900,377450,379900,372500,368900,369450,375750,409500
"SBIC","Baltimore","MD","Baltimore","Baltimore City",1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268700,257400,267400,269900,259900,269000,280000,285000,275000,269900,264500,274000,267000,262200,259500,274450,279900,275000,275000,286000,279900,264900,264900,261200,269450,267950,269900,282400,284900,274900,259950,289450,289000,289450,299900,294900,289900,299900,279000
"West Markham","Little Rock","AR","Little Rock","Pulaski",1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126000,123500,126900,132500,124200,122200,127000,129000,130950,129000,123750,127900,129000,123000,122500,125999.5,122999,120000,114900,114900,114950,119900,119900,119900,114950
"Chastain Park","Atlanta","GA","Atlanta","Fulton",1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,1324500,1299000,1435000,1384500,1475000,1495000,1687000,1699000,1825000,1699000,1787500,1837500,1535000,1450000
"North Harford Road","Baltimore","MD","Baltimore","Baltimore City",1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,152500,164900,164900,163900,164900,175000,175000,175000,154900,153000,159450,172000,160000,155973,155000,152400,154900,156945,155000,151900,149900,159900,157500
"Lake Country","Fort Worth","TX","Dallas-Fort Worth","Tarrant",1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259000,225000,199998,210000,244450,264900,264900,227000,239900,239900,219900,257400,247400,244450,259000,260000,272500,273250,268000,250000,249450,274900,249900,249900,249900,269000,304950,299900,310000,279900,264450,265000,280000,294700,279500,279000,275000,282450,269950,274000
"Nassau Shores","Massapequa","NY","New York","Nassau",1227,744499.5,719495,689000,719495,634500,712494.5,675000,649990,599814,579000,589000,559495,559000,559450,559450,569990,559500,599000,584000,569000,549000,549000,539000,539000,549999,529797,559945,549000,559945,529000,522000,529000,544000,559945,589000,549950,559995,549000,549000,541500,539500,494499.5,512499.5,499000,499000,499999,499499.5,499999,499999,499999,569995,572495,559994.5,559495,575000,569990,609499.5,632000,589495,599000,574990,571995,549000,529000,539800,549000,599000,575000,529000,549000,549000,549000,569999,559500,577000
"Tarpon River","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000,325000,335000,309000,349500,3e+05,349000,389000,377450,363500,349950,355000,332000,339000,344450,339000,350000,339000,338000,335000,349900,339000,345000,346250,347500,337500,359000,368000,390000
"Central Beach Alliance","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1229,,,,,,,,,,,,,,,,,,,,,389000,389000,389900,375000,350000,375000,350000,379500,350000,364900,365000,392000,369250,381950,439000,439000,449000,450000,459500,485000,502450,525000,487000,499000,531135,489000,474975,477000,489000,474900,466999.5,429000,475500,454000,439000,435000,429000,449000,472450,469900,475000,460000,449900,447000,450000,465900,499000,527500,499000,530000,549000,559900,535450,495000,514500
"Poinsettia Heights","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376950,357500,349500,384000,329900,354500,349500,354000,389000,376450,375385,349900,364450,369000,359950,379900,369900,379900,369900,363500,360000,357500,352500,360000,415000,399000,363500,376500,336600,334450
"Pheasant Hill","Dayton","OH","Dayton","Montgomery",1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173725,175000,174900,174875,174900,174900,174900,169887.5,169950,169900,169200,165000,169000,169900,168900,165995,167500,166000,167000,166000,164500,168125,171900,184900
"Parkland Hills","Albuquerque","NM","Albuquerque","Bernalillo",1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197000,191200,194900,194900,194400,199900,194200,195750,184900,187000,185000,188000,195000
"Fountain of the Sun","Mesa","AZ","Phoenix","Maricopa",1233,140950,146000,146000,136950,127500,122900,118900,125450,134900,134900,125450,114950,124500,115000,106000,99400,95000,95000,95000,95000,95000,109000,117400,122950,122450,122450,129900,119900,120000,119250,108250,108250,120000,129900,138750,134900,135000,134950,134900,135900,138350,135450,137900,129900,139900,139900,149900,144400,166900,166950,169200,169900,169900,164900,159900,166900,169350,165000,158800,158800,158900,158000,168900,164950,169900,169800,174850,159900,182450,195000,186000,185000,179900,175000,173450
"Cedmont","Baltimore","MD","Baltimore","Baltimore City",1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e+05,105000,91950,95000,110000,125000,127450,131900,139950,139950,138950,136000,134000,129950,110000
"Strathmore","Matawan","NJ","New York","Monmouth",1235,,,,,,,,,,,,,,349000,348500,344450,350000,359900,369000,362249.5,365000,350000,354500,350000,349000,339900,349900,354900,350000,344900,339000,349000,349000,335000,349900,349900,369450,365000,351950,365000,359900,359900,354950,359900,359900,349000,343000,344500,369900,359000,339900,350000,352450,349000,367425,349000,349000,369900,379900,377000,389900,399900,374950,366999.5,354900,354900,374900,359900,354950,350000,381950,374450,369500,382400,379450
"North Dennis","Dennis","MA","Cape Cod","Barnstable",1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510450,529000,539000,547000,535450,547000,534000,529000,539450,539000,529000,518500,503950,529000,578950,595000,595000,548500,580000,538500,489000,529000,550000,550000,564500,565000,579900,589450,545000,591750,591750,599900,599900,540000,555000,581944,594500,526950,549450,519000
"Federal Hill","Baltimore","MD","Baltimore","Baltimore City",1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332000,275000,285000,262450,299949.5,319950,332200,336950,332400,356000,356000,342450,349000,369700,357000,347000,338450,325900,296950,322450,322450,312450,299000,329450,299000,294450,275000,274900,312450,275000,309000,309000,289900,266950,259699.5,266700,269900,275000
"Mountain Arroyos","El Paso","TX","El Paso","El Paso",1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190450,194750,190250,190250,168950,169900,181250,191500,185000,183000,182450,180000,170000,175000,185000,196200,224900,213825,217500,187250,216888,224900,228394,204950,202450,214995,212497.5,206997.5,179000,195000,219500,208450,199770,199335,198135,199770,187000,187000
"Sunland Springs Village","Mesa","AZ","Phoenix","Maricopa",1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278200,262500,269000,279900,282900,282900,281500,285000,275000,285000,274900,285000,295450,295000,295000,292000,285000,279400,288000
"Ellerbe Woods","Shreveport","LA","Shreveport","Caddo",1240,312900,348000,345000,359000,359000,359000,347000,336000,341200,352950,345900,347450,344000,320000,319450,325000,319000,309900,313990,309000,327350,316000,338000,330950,332900,335000,338000,329500,299995,312500,339250,308800,317900,310950,319000,339450,323000,311000,318000,334900,322500,334900,334900,310900,313731,309000,299997,309000,327000,329900,321950,319250,315250,319000,327000,324250,315000,320500,329500,328000,329950,326500,319500,335000,332200,339250,332400,337000,332400,325750,330000,327500,329950,325000,299900
"West Albany","Columbus","OH","Columbus","Franklin",1241,158950,168900,172900,171400,177955,183235,169375,165000,164450,159900,159900,159350,158900,154250,154900,153250,155945,153990,163945,163900,151250,158650,156900,159500,159900,159500,158450,157650,157950,162000,164900,159900,159900,162400,164400,162400,165900,166800,169900,169900,168900,169900,169900,165450,164900,162000,169900,164818,161900,166150,179900,184900,179875,180450,182500,190400,194511,189900,194511,201147,208900,209900,208900,196900,179900,180000,199400,198900,204900,201400,207400,210000,204900,185900,185900
"Essex Village","Essex","CT","Hartford","Middlesex",1242,549450,542000,535000,535000,535000,525000,538500,535000,535000,540500,599000,579000,559000,589000,549000,535000,572000,582500,525000,525000,559000,569000,574000,580000,579000,574000,590000,585000,595000,569000,599000,599950,599900,599900,599900,599900,592000,599450,6e+05,6e+05,635000,630000,599000,649800,677000,657000,644000,679000,644000,649450,649000,649950,599900,599900,599900,593500,575000,549000,552500,550000,592500,595000,598000,615000,620000,615000,615000,598000,609000,630000,649000,660000,599000,619000,610000
"Harbordale","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257750,271950,274900,284450,284450,299900,332000,299900,258000,242000,274950,242000
"Dearborn Park","Chicago","IL","Chicago","Cook",1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000,339000,337000,339000,352000,349500,349500,384000,384500,375000,372000,334000,312950,324900
"Whittingham","Monroe Township","NJ","New York","Middlesex",1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319900,310000,336900,325000,324900,329900,326000,314900,317000,309998,302450,307450,314900
"Palm Club Village","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98800,99200,99350,93849.5,94000,84950,90000,90000,93450,92000,98775,95000
"Downtown","Boise","ID","Boise City","Ada",1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389875,382325,350000,382325,384750,398900,398900,398900,398900,391825,384750,426500,430225,433950
"Flying Horse","Colorado Springs","CO","Colorado Springs","El Paso",1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000,499000,493500,479900,476994,488000,502646.5,519000,519000,529000,559000,539000,529000,526450,539000,527500,521500,531659,513950,519000,513500,519000,519000,517200,507200,512400
"Cory Lake Isles","Tampa","FL","Tampa","Hillsborough",1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387450,351950,378250,368650,375000,379900,375000,375000,375000,375000,369450,389900,394450
"Steele Creek","Charlotte","NC","Charlotte","Mecklenburg",1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169950,166750,168500,161950,164900,170000,179950,170000,170000,172450,174900,180000,179900,185000,179900,187250,200895,197000,202220,194950,207155,202990,202990,207730,205725,209000,219490,219245,209900,209900,192000,191000,196450,198000,220000,229000,225000,225000,243990,226990,226990
"Civano","Tucson","AZ","Tucson","Pima",1251,235000,235075,228000,219437.5,239950,237525,234250,210990,215707,204900,190222,190389.5,177500,190990,179995,174500,160990,186224.5,179995,180000,162077.5,173209.5,177990,179990,182179,181990,184990,180990,178990,183000,190990,188500,190490,198995,209950,222970,220000,215000,213495,217995,220000,241995,240490,222990,225000,225995,225000,224845,229000,229500,228500,229000,224990,225000,220000,223825,221990,216490,219245,223450,219950,225990,219900,220990,242483.5,238990,221995,227990,234000,234900,230995,222990,227995,226495,238990
"Galt Mile","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",1252,360000,350000,350000,349949.5,349949.5,342475,345000,349900,365000,349900,345000,349900,349700,335000,325000,325000,329900,334900,347000,332400,329900,357500,369000,385000,369000,387000,365000,369900,379000,387000,399000,399000,399000,381999.5,399000,349900,355000,349900,349900,339250,337000,338250,339000,369999,359000,349900,369000,368500,379000,389000,379000,375000,379000,335000,329000,329000,325000,329950,330000,324999.5,325000,319500,327950,329900,344900,349950,352450,375000,365000,327250,349950,369000,369000,384450,399450
"Earlewood","Columbia","SC","Columbia","Richland",1253,163175,154400,157900,149900,149900,149900,149900,149450,150000,154000,152500,151250,151250,149900,149900,149900,150000,149900,149900,150000,150000,149900,132500,126500,143000,139900,140750,143750,137900,148638.5,140000,145950,145950,147000,148499.5,149249.5,141052,143000,144950,144200,144900,148450,145000,158950,154900,150000,154900,148999.5,149999.5,140000,139900,144900,139950,140000,142000,140950,149949.5,143900,149900,149900,149900,155400,151400,152900,154950,151450,150000,152450,149950,150000,152000,148700,147500,149900,156500
"Mt. Paran - Northside","Atlanta","GA","Atlanta","Fulton",1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150000,2075000,1745000,1745000,1672500,1712000,1595000,1699000,1624500,1725000,1925000,1985000
"High Point","Delray Beach","FL","Miami-Fort Lauderdale","Palm Beach",1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77900,74900,68000,71000,83500,86900,86750,94900,92200,89900,85000,84990,87000,87250,94450,98675,94999,94900,94999,97000,96500,95750,96500,102450,107449.5,109900,105000
"Central Business District","New Orleans","LA","New Orleans","Orleans",1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390120.5,375000,369765,377421.5,355765,365000,351400,351400,324515,375000,359950,395035.5
"Melrose","Nashville","TN","Nashville","Davidson",1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487450,522000,561500,561500,569900,580000,574950,582450,577450,574900,505900,500900,569450,574900,567450,575000,599900,624450,629900,634000,634000,599900,599900
"Red Mountain Ranch","Mesa","AZ","Phoenix","Maricopa",1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309250,305400,3e+05,295000,283745,279950,299925,299200,299900,306350,299900,342450,329900,299000,329000,334900,329350,329350,346450,332700,339950,337450,340000,330000,334000,337450,350000,339000,339000,344850,339700,339500
"Five Mile-Prairie","Spokane","WA","Spokane","Spokane",1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289639,289000,300431,280000,297450,297450,300431,300215,299900,299900,251738,267576,299999,325000,309900,299925,302100,299925,299900,290992,290992,285000,277416,284950,285000,284950
"Printers Row","Chicago","IL","Chicago","Cook",1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291200,284900,279900,250000,249990,262450,289000,270000,272500,275000,270000,275000,277499.5,240000
"The Dominion","San Antonio","TX","San Antonio","Bexar",1261,750000,762500,760000,695000,699900,745000,752500,729000,740000,699000,696997.5,675000,675000,669000,668997.5,668997.5,669000,650000,649000,639947.5,654500,650000,649900,649000,649000,625497.5,625995,639000,615447.5,599900,641600,609999.5,6e+05,599900,6e+05,6e+05,599875,597950,579900,565995,567947.5,597000,599495,611990,639000,642000,649900,649900,599900,599900,619497.5,632997.5,629000,609995,629000,6e+05,619999,639497.5,636995,629000,647997.5,619997,610499.5,589990,639000,649000,607250,607500,584000,629500,649000,589000,599999.5,613098,649950
"Castleberry Hill","Atlanta","GA","Atlanta","Fulton",1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,186950,185950,169900,169900,189000,190500,195000,189450,179900,178700,169450
"Trilogy","Gilbert","AZ","Phoenix","Maricopa",1263,263750,259950,259900,260000,267000,259900,259900,259000,259000,247450,234900,225000,219900,219925,219950,221111,219900,216900,215000,219450,225000,234900,249990,259450,289000,286250,278500,254900,240000,242000,239450,249900,253000,277900,277900,280650,272950,275500,279000,299900,287950,299900,324969,289900,324950,316950,309000,304000,299000,289900,317000,319900,322450,319900,325000,325495,324000,325495,340000,338750,325495,325990,337750,345000,345000,329000,314000,337900,325000,325000,325000,325000,326250,325000,328000
"Miramar","Jacksonville","FL","Jacksonville","Duval",1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394900,375000,394900,399900,429000,429450,425000,420000,444950,464500,450000,419000,443750,443750,464500,499000
"South Hill","Bellingham","WA","Bellingham","Whatcom",1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,5e+05,5e+05,529000,549900,599000,599000,602450,619000,599900,599000,595000,582000,587000,579900
"West Dennis","Dennis","MA","Cape Cod","Barnstable",1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422222,379450,425000,419000,406000,421950,433000,429950,394700,369450,349900,349900,349900,375000
"McClellan Park","Madison","WI","Madison","Dane",1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205450,210000,219900,234000,229900,231450,229900,229900,226999,229900,229900,239500,239900,246750,254900,259450,249900,239950,244900,249900,259900,244900,259900,259900,251900
"East Bayside-India Street","Portland","ME","Portland","Cumberland",1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395000,395000,395000,395000,395000,4e+05,395000,395000,395000,399900,395000,395000,395000,395000,395000,395000,395000,395000,412500,395000,412500,425000,425000,395000,412500,395000,395000,395000,395000
"Clearbrook Park","Monroe Township","NJ","New York","Middlesex",1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153250,159900,149949.5,152500,159400,159900,159900,159900,165000,163950,155000,157200,158900,149900,149900,146900,149900,159950,159950
"Eastlake Vistas","Chula Vista","CA","San Diego","San Diego",1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384990,379000,384990,379000,359000,384950,400990,389950,375000,379000,379000,377388.5
"Pine Ridge","Naples","FL","Naples","Collier",1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099500,1099000,939949.5,989000,977450,980000,979950,1100000,1100000,1199000,1047500,949000,989450,1049000,1224000,1372500,1350000,1225000,1225000,1275000,1195000,1199500,1397000
"Tuttle West","Columbus","OH","Columbus","Franklin",1272,169375,174400,171700,164900,164900,164900,154900,150000,150000,149900,149000,147450,146400,140000,139950,139450,140000,145000,146455.5,145900,145955.5,149900,146000,148900,140000,140900,140000,142450,141377.5,142000,142900,150900,161900,159500,155950,154500,148661,135700,149900,149900,149400,159000,156759,155950,154950,153185,149900,149900,151000,150500,154400,157665.5,158900,159000,159900,159900,156174.5,161900,157900,157900,156900,164900,154900,161400,165400,167500,159900,166400,177900,177900,169900,163400,158150,156900,159900
"Cortez Hill","San Diego","CA","San Diego","San Diego",1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464450,423555,408924.5,420000,410000,415000,410000,399000,393944,408923,408923,408923,408923,461148.5
"Baiting Hollow","Calverton","NY","New York","Suffolk",1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414000,4e+05,399990,409495,399000,378999,378999,384996,389000,389000,392495,389990,379996,384498,379495,374000,399000,379990,399000,407000,395000,414000,395000,409000,395000
"Downtown","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370000,375000,365000,349500,375000,377777,350000,350000,379900,399000,349500,379450,329500,349000,399000,429000,382500,390000,350000,389900,384450,344900,329000,335000,349999,372000,379000,360000,354500,349975
"Delavan Lake","Town of Delavan","WI","Whitewater","Walworth",1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,222449.5,212000,209900,205000,205000,197000,185000,195000,195000,192500,194500,195000,190000,197450,209900,199000,189950,190000,194500,219000,239900
"Tampa-Bayshore Gardens","Tampa","FL","Tampa","Hillsborough",1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299450,299000,284900,276750,279000,289900,304000,329500,352000,369500,354450,349000,375000
"Horsethief Canyon Ranch","Corona","CA","Riverside","Riverside",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329900,328750,322497.5,332390,339400,338499.5,335000,336940,336890,339900,339900,327450,329900,325000,335000,339000,339900,353879.5,343750,345000,349190,365000,365880,362450,369500,374900,350450,357450,365000
