"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03"
"Greenridge","New York","NY","New York","Richmond",822,289900,289900,289900,292450,294000,289900,289900,291950,289900,289900,285000,283500,279990,285000,289000,285000,289000,290000,295000,295000,299000,325000,282500,279450,279450,279950,288000,290000,288000,269000,254900,259000,259900,265000,279000,279000,274900,270000,274999.5,279000,305000,312000,327000,299000,299000,287450,289000,289000,329000,299000,310000,319900,332450,324900,320000,310000,324950,330000,332000,335000,325000,337450,322000,309000,330000,339450,392450,349000,329900,344499.5,350000,339999,339000,344499.5,329000
"Sierra del Oro","Corona","CA","Riverside","Riverside",823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459000,459500,460000,460000,467000,475000,482450,479900,485000,485000,485000,479900,477000,475000,469900,475444,485000,489000,489900,499000,492444,489894,487000,479900,479450,468950,472450,474450,479450
"Brookside","Stockton","CA","Stockton","San Joaquin",824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485400,469950,469475,459475,471600,419292.5,449000,368500,334000,349000,354000,354000,354000,349500,409000,438000,420000,429999,496000,459000,475000,465000,496500,467250,427500,434888,389950
"Woodbury","Irvine","CA","Los Angeles-Long Beach-Anaheim, CA","Orange",825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694500,615000,615000,645900,679000,659950,649950,649900,686500,759000,774950,745000,835500,781787.5,750000,740000,772450,744000,749900,769000,777000,754450,745250,772000,799000,785000,739000,753950,749000,798400,819888,779000,802000,785000,849750,849750,860000,875000,799800,799450
"Mission Grove","Riverside","CA","Riverside","Riverside",826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391250,394000,4e+05,408950,427500,398900,399450,415000,402900,435000,422950,435000,434450,434000,450000,444450,439900,439000,439700,438500,435000,439900,449900,438000
"South Middle River","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,127000,145900,145000,148788,147500,148950,150000,149900,149900,147000,148800,154800,157500,159000,159000,155000,154000,144500,139000,147000,159000,159000,167950,159000,167900,168450,186000,178450
"Richmond Hill","Augusta","GA","Augusta","Richmond",828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64900,59000,59900,57950,56900,55000,53000,54900,54950,54900,49900,51450,49900,57781,53500,47350,49800,47350,47200,44900,47450,44900,45000,47450,49900,54900,54950,54900,54900,49900
"Near Northeast","Washington","DC","Washington","District of Columbia",829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589950,599500,609250,580000,569000,599500,599999,612499.5,549500,579500,599000,561950,599900,649900,6e+05,609000,609000,670000,664500,670000,680000,675000,635000,675000
"Westwood","Kalamazoo","MI","Kalamazoo","Kalamazoo",830,98409,99945,106200,104900,108250,102445,99000,99700,89900,89000,83407,84900,81450,79900,81000,85780,85700,89500,89000,89900,89000,83900,81900,82400,79900,79900,78900,79900,79900,86200,87900,89950,89329,83700,89900,94900,87907,87903.5,93300,93329,1e+05,99900,101500,107329,106729,102500,99950,94900,94900,99000,96480,92000,97000,98060,94900,95000,90400,97000,108950,109250,104900,99999,1e+05,109900,109450,108950,109950,110000,109907,109900,109900,109900,103900,108614.5,109950.5
"Cudell","Cleveland","OH","Cleveland","Cuyahoga",831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39900,39900,38400,42400,39000,39900,38500,37000,37000,39200,39900,34900,37045
"Highland Park","Des Moines","IA","Des Moines","Polk",832,,,,,,,,,,,,,,,,64900,64950,64950,67250,67000,64787.5,59450,64575,59000,64950,64950,65000,68850,75000,74150,75500,79500,75250,75000,77000,77500,72500,73750,77500,79900,79900,79900,79900,78900,77500,75000,75000,74200,74900,74900,74950,77000,74900,77000,77000,78000,78450,77000,75000,77000,77000,76000,77900,77200,79900,78000,78450,77500,77000,77950,79900,79200,77000,78000,80000
"Southside","Augusta","GA","Augusta","Richmond",833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,75000,79900,79000,79700,79900,79900,79900,78900,73500,79900,72900,79900,79500,74900,76900,74900,74900,75700,74900,69900,72000,74000,74700,70000,68350,67250,64900,66925,65950,64500,66400,64900,65950,60000,64900,60000,59900,63750,69900,71000,65500,62500
"Airport, Pines Road","Shreveport","LA","Shreveport","Caddo",834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132500,122400,130000,137000,124500,139500,129000,129000,130000,119900,124500,134900,139949.5,149900,144950,136450,137500
"Midtown","Little Rock","AR","Little Rock","Pulaski",835,165000,165400,169900,169900,169900,182400,179450,179950,181300,174950,174900,175000,174900,171450,171000,177400,179900,187000,174900,179700,169900,179900,179500,169900,179000,169900,174900,176500,179900,178200,181950,162500,164900,174500,173250,179450,179900,173750,169900,179900,179900,172900,169900,174500,184000,179500,180000,179000,169900,176500,174750,175000,171200,175000,169900,168500,175000,169900,174950,175000,168750,168500,169950,169900,169450,165000,165000,168500,168500,169200,174900,184500,189350,174900,179900
"Delmar","Bethlehem","NY","Albany","Albany",836,249000,239900,241450,259000,250000,267500,269900,267500,273999.5,281950,273750,263450,249900,259500,259000,258750,275000,269900,275000,274700,265000,259900,265000,259900,255000,249450,252450,284900,279900,284900,282400,279900,276450,272500,267425,249000,239000,239900,235000,239000,244900,239900,239900,245000,244900,247450,255000,250000,242450,239900,239900,249900,253700,254900,254900,249900,249900,249900,243700,232950,237500,237500,242900,249900,264900,266450,259900,259900,249900,255074,254325,255000,247500,249900,254325
"Sudley","Manassas","VA","Washington","Prince William",837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,239900,240000,240000,244950,249950,255000,259500,259450,259450,264950,259999,259999,259450,249900,255900,259900,262400,259900,259900,249900,249000,249500,254000,250000,253450,249900,256500,249900,256000,264997.5
"Southland-Deerfield-Open Gates","Lexington","KY","Lexington","Fayette",838,139900,138900,136950,139900,149000,157000,154950,159950,156950,149900,151950,149900,141200,152450,153750,149900,155900,163000,159000,144900,132500,139400,138900,129900,130947.5,129900,141900,139900,129900,145000,139000,144900,149000,143950,149997,154900,149900,139900,139900,145950,144500,149500,151950,149250,145900,149000,149000,149000,146950,145900,148000,150000,149700,148450,152447.5,149900,149750,153850,149950,152800,149450,154950,157900,159900,159000,159900,159000,159900,165000,159900,157000,159900,165000,168900,169900
"South Hills","Fort Worth","TX","Dallas-Fort Worth","Tarrant",839,80000,79950,81000,80950,79700,83850,83900,85450,88250,87500,82500,76500,69900,69050,73900,75750,79500,79900,78000,72000,68750,67800,68650,68000,69700,80000,83600,79800,76500,79450,79900,70950,69950,72400,83250,76750,75000,85000,85000,87450,94900,89900,94900,91200,87250,80000,84950,85500,88000,89900,104000,105000,95000,104950,108000,99750,105000,107450,107450,114199,112450,109900,112000,109900,114900,114450,119500,119250,119900,115825,115875,110000,124450,113000,122750
"Gunbarrel","Boulder","CO","Boulder","Boulder",840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,395000,449700,449950,459900,444500,439000,450000,480000,529850,495000,493000,439900,439900,499950,535000,535000,535000,520000,535000,535000,535000,599000,576000,559000
"Highland","Denver","CO","Denver","Denver",841,329900,315000,319900,329900,329900,329000,322750,319000,325000,325000,332900,309950,324900,314000,325000,325000,317450,329000,329900,325041,347400,375000,398000,399000,398000,399000,442000,407500,449500,435000,430000,414900,409000,458250,459900,464450,444500,489000,489000,459900,475000,490450,479900,432450,475000,459990,475000,490000,525000,502450,525000,550000,561200,585000,589000,604950,644500,6e+05,607450,6e+05,597000,580000,592800,580000,569450,525000,526900,499950,499387.5,497000,495000,525000,519000,550000,550000
"River North","Chicago","IL","Chicago","Cook",842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341850,339000,342450,375000,399000,399000,399000,399000,382450,387800,402500,365000,354000,380450,399000,399900,399000,384950,389900,399000,4e+05,4e+05,402500,390000,385000,4e+05,410000,412450,417000,426000,434900,436950,419900,432500,446500,439000,439900,439950,429900,432000
"Verdemont","San Bernardino","CA","Riverside","San Bernardino",843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e+05,314000,309000,309000,302250,285000,313750,317450,302000,328000,319900,3e+05,327000,344950,345000,329999,317500,317500,310000,310000,3e+05,321150,354500,354500,340000,350000,345000,328995,317900
"Deep Creek South","Chesapeake","VA","Virginia Beach","Chesapeake City",844,315000,319450,308000,309999,310000,299900,299900,299900,293400,289900,289900,288950,284700,279900,282500,279450,274900,269900,269900,269900,276450,270000,269900,269900,269900,269900,269900,274700,274900,292449.5,279900,291250,280200,290000,3e+05,3e+05,296747.5,3e+05,307000,308000,319500,334900,318500,319499.5,309900,305000,305000,320000,312500,310000,312500,320000,299900,299900,310000,312000,335000,349500,332450,332450,335000,349900,349900,321400,319391.5,318941.5,309900,337450,366032,369970,374900,374790,372920,359950,349900
"Providence Plantation","Charlotte","NC","Charlotte","Mecklenburg",845,422500,433950,434212.5,421150,414900,407350,399900,398500,394000,359000,354950,344950,335000,349900,349900,350000,359000,354500,359450,352690,365000,370344,359950,362950,377000,380000,395000,396880,394450,4e+05,414900,4e+05,375000,384250,399000,385000,384900,399450,412450,424900,419000,385000,4e+05,392000,379000,379000,389000,404950,4e+05,4e+05,417400,445000,429000,412450,409900,439900,415000,443500,449250,445000,426050,441700,435000,449450,454900,455000,450000,443500,450000,455000,460000,460000,460000,458000,477449.5
"Windsor Spring","Augusta","GA","Augusta","Richmond",846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73400,72900,74900,74900,71000,69900,70000,70250,70000,69900,72000,75000,74900,74900,70000,74900,70000,73900,70250,70000,69900,69450,69900,70250,70500,74900,74900,74900,74900,74900,77900,77450
"Glens Falls North","Queensbury","NY","Glens Falls","Warren",847,209450,209900,209000,199900,209900,219900,224900,223000,219900,229000,227000,219900,224450,229900,229000,229900,229900,229900,229900,229900,229450,234500,231450,229900,235500,234000,242850,246325,249675,264999,264999,252500,247750,244300,259675,249450,269900,272450,277100,275000,254900,248600,244300,235400,245725,249669,260500,255500,248600,235900,229900,229900,229900,234900,225000,229900,225000,225400,234900,239050,235497.5,216500,238000,236000,229450,219000,219900,235450,234900,234950,243388.5,247777,234000,225900,229000
"Crystal Springs","Jacksonville","FL","Jacksonville","Duval",848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159850,149900,157450,152000,146300,150000,154900,159500,169000,167000,165000,168000,167000,169900,154400,156900,139550,149950,150000,150000,149900,169000,174900,174950,170950,169900,167000,175000,175000
"South Beaverton","Beaverton","OR","Portland","Washington",848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349450,344450,390000,390000,399945,404391.5,404391.5,400805,399990,4e+05,392950,389990
"Wilkes","Portland","OR","Portland","Multnomah",850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245250,252000,249450,241200,256000,239900,227450,235000,245000,239900,244450,239900,249925,249900,248500,239999,254900,258700,256250,255000,259900,266975,264899,279925,279900,274500,286450,299900,289000,264749.5,271700,284900
"Cresthaven","Pompano Beach","FL","Miami-Fort Lauderdale","Broward",851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134500,126950,132900,127500,122450,130000,124900,107500,110000,114200,115000,122500,128900,134900,133950,141000,149250,139500,139999,139499.5,133700,135950,149900,154900,149900,150000,150000,157500,160000
"Riverside","Greenwich","CT","Stamford","Fairfield",852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595000,2295000,2150000,2150000,2245000,2295000,2395000,2500000,2450000,2450000,2750000,3147250,2888000,2767500,2750000,2495000,2250000,2150000,1949000,2150000,2195000,2195000,2395000,2395000,2410000,2410000
"Beaverdale","Des Moines","IA","Des Moines","Polk",853,138450,139900,139950,139000,138900,131000,132000,132500,129900,135000,135000,130000,128500,125000,123200,127000,128700,125900,129900,129950,129250,125000,121950,119900,119500,124900,125000,120500,121000,120000,127750,128000,122000,117250,128000,129000,130000,132000,134900,134900,135000,134200,133700,130000,134900,135000,130000,130000,133450,130000,130000,139450,135000,132000,132950,134900,137850,136000,142000,139900,138500,131500,134900,134950,132450,131000,138000,138100,135500,131450,133900,129900,129900,138700,149900
"Bayshore-Klatt","Anchorage","AK","Anchorage","Anchorage",854,329900,329900,335000,330000,340750,334950,334900,338900,332450,319900,314000,319900,312000,316500,319500,334750,329900,314900,314350,314900,309000,299450,299900,299900,290000,294000,294000,290000,292000,267950,294000,320450,3e+05,295000,312000,315000,334900,353900,353900,335000,353900,349975,348000,346000,342499.5,349475,371950,369000,382500,389000,375750,364900,372400,368805,374900,373700,379000,379000,385000,399000,363000,359000,377950,390000,374750,389000,372500,385000,378750,361350,375000,375000,375000,375000,379000
"Ohio City - West Side","Cleveland","OH","Cleveland","Cuyahoga",855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180900,202450,189000,189900,199900,210000,204900,192500,172700,185000,191450,214975,227250,249000,244500,239900,249950,250000
"Midtown","Houston","TX","Houston","Harris",856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389900,398000,384000,383950,339950,362450,404990,419990,419000,4e+05,425000,416450,404995,396650,369900,349250,349000,350000,369900,357000,345000,364900,330250
"Hilltop","Denver","CO","Denver","Denver",857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014950,999900,1065000,950000,999000,975000,997000,990000,929000,990000,1125000,1132000,1050000,1098000,1090000,1027000
"Beechmont","Louisville","KY","Louisville/Jefferson County","Jefferson",858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,92450,79925,80000,80000,79950,79900,87900,83400,76950,79900,79000,82500,83450,75400,84000,81450,89900,89900,89900,88900,89900,87900,89900,89900,89900,89950,89900,85250
"Cliff-Cannon","Spokane","WA","Spokane","Spokane",859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,214950,219000,219000,199900,189900,199900,184990,184990,2e+05,195000,196500
"Emerson-Garfield","Spokane","WA","Spokane","Spokane",860,125000,123700,125000,124900,120000,120000,119997.5,119995,125000,124950,115000,114900,109900,107400,109900,104900,109900,108450,99000,99747.5,109900,109900,109900,99970,89975,89950,92000,94000,99900,109000,99700,98200,105000,99900,104900,96500,96500,95500,95000,95000,105000,111475,114975,112500,110000,105000,99950,99000,1e+05,104925,107450,109000,1e+05,1e+05,1e+05,107250,1e+05,99986,109000,108500,109250,114900,115250,114900,114900,114900,110000,110000,107500,112000,105500,98950,105000,112900,115900
"MLK 183","Austin","TX","Austin","Travis",861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247000,249000,244450,232450,227500,222450,244950,252500,234450,225000,229000,240000,250000,254500,230000
"Walnut Heights","Columbus","OH","Columbus","Franklin",862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77500,78900,79900,79900,79450,84900,84900,84950,80949.5,81249.5,83900,82900,88000,79900,79900,85000,83700,82150,86000,89950,90000,99200,94500,94500,93950,93900,92450,89300,98200
"Dormont","Pittsburgh","PA","Pittsburgh","Allegheny",863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139999,139900,139900,139900,135400,129900,134900,133900,129900,129900,129900,129900,139900,137200,134900,133450,129900,133400,145000,134900,144950,142400
"Morningside","Salem","OR","Salem","Marion",864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187450,209950,215450,217950,224950,229450,224950,225500,225500,234500,240950,239000,232450,257900,243750,239500,245000,240000,232900,234900,229500,234900,222950,229900,248950,240000
"West Sugar Creek-W T Harris Bl","Charlotte","NC","Charlotte","Mecklenburg",865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112900,109900,109900,105900,109950,109950,109900,109950,116000,122200,119999,119999,118900,119900,117500,119450,117900,117500,114900,115000,121000,123900,119900,117000,122000,118940,116900,119500,119900,119900,115000,130000,127000,143000,144900,143000,144900,139000,132000,135000,135000
"Laurelglen","Bakersfield","CA","Bakersfield","Kern",866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227450,229900,229975,239000,229950,229950,229450,229450,225000,223475,224900,249500,246950
"Edison","Kalamazoo","MI","Kalamazoo","Kalamazoo",867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39900,34900,39900,39900,34900,37900,39900,44900,39900,41950,44900,45900,42000,40000,46000,42450,45950,47950,41500,39900,39500,39900,39900,39900,39900,37500,37500,39950
"Arrowhead","San Bernardino","CA","Riverside","San Bernardino",868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,183500,210000,209000,199500,211950,199000,189999,189777,199000,212450,209900,212450,219900,219950,219950,219900,224900,220000,220000,225000,229900,229450,225000,220000,229900
"Rumford","East Providence","RI","Providence","Providence",869,207450,220450,219900,227450,225900,219000,214999,215000,224900,212341.5,219000,215000,205900,214900,214500,204900,214400,223950,199900,222450,225000,231950,229900,224950,229900,221950,212450,226950,219000,219450,217000,209000,199000,187750,202450,199000,224200,227900,225000,222400,214950,222400,222400,219900,224900,219950,225000,225000,224900,239900,239000,229000,229000,219000,219000,219000,212400,215450,227249.5,245000,240000,237400,254900,249900,249900,247400,247400,249900,244944,219900,229900,229500,217500,199500,229900
"Delaware Avenue","Albany","NY","Albany","Albany",870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,119900,120900,119900,117500,114900,114900,116200,111900,104900,109900,119000,119000,122450,129700,127231,129900,129700,119900,119900,116900,118400,116400,114900,114950
"East Village","San Diego","CA","San Diego","San Diego",871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446000,470000,469900,482438,476950,509000,489000,479000,479900,487000,499000,467450,469900,459900,529000,472000,469000,459900,414500,389000,399900,414500,449700,449900,396999.5,419000,444360,447180,465000
"Beechview","Pittsburgh","PA","Pittsburgh","Allegheny",872,48900,55000,59000,59000,56450,59000,59000,54900,62900,64650,64900,59900,59900,69900,68450,69900,69900,59900,69900,69900,69999.5,69900,64900,64900,59900,64900,62500,59950,59950,67400,64450,68750,68500,63250,73750,76750,74900,70000,74900,69900,72500,70000,69900,69900,74200,74900,73900,73450,74000,79900,78700,77700,80000,79900,79900,79900,81900,83900,76000,75500,76750,76950,74950,79000,71749,73149.5,73800,74350,79900,79900,79000,77400,69900,72450,74900
"Emerald Hills","Hollywood","FL","Miami-Fort Lauderdale","Broward",873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319999,299000,270000,270000,275000,299000,349250,329000,319000,316450,314900,270000,287450,299000,275000,269500,259875,275000,275000,254950,265000,262000,252400,249925,250000,270000,289000,262400,269990,289900,277450,263200,264950,261500,280000
"Westville","New Haven","CT","New Haven","New Haven",874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000,295000,299900,298000,316500,305000,289900,240000,239999,245000,273324,274112,287450,327000,317000,274700,274700,279900,264412,259500,252450,245000,237000,263450,260900,259400,249900,244442,249500,244900,239900,239700,238500,229000,231950,238750
"Northside","Syracuse","NY","Syracuse","Onondaga",875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70500,69500,74500,79950,84900,80000,84900,75750,75900,76700,75450,74900,78450,79400,79900,82700,82700,81400,78400,74450,74450,69900,70999.5,73900,68500,68500,72400
"Springfield Gardens","New York","NY","New York","Queens",876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000,429000,434000,442000,412000,391500,429500,429000,428000,429999,429999,429999,429999
"North Hampton","Saint Louis","MO","St. Louis","Saint Louis City",877,149900,152400,159900,154900,149900,149900,146950,139950,139950,142400,139900,133750,130000,132000,134500,130000,129900,127700,127950,124900,125000,124900,119900,114900,118450,119950,123750,129950,122450,122450,127900,125000,134900,133450,139900,129900,134900,127450,129900,134900,139900,137500,134900,137400,129900,137900,127450,129900,135900,139900,139900,144950,144900,140000,139900,139900,139900,135000,135000,135900,134900,139900,139900,143000,141900,138950,144950,144900,143900,140000,145000,149900,141250,146400,142000
"Water Catchment Area","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,262449.5,263449.5,269900,252500,250000,264950,264950,264950,249900,244000,239900,239900,244450,259900,282000,285999,286999.5,259900,259900,279000
"Downtown","Saint Paul","MN","Minneapolis-St Paul","Ramsey",879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211200,215750,224000,214900,214900,214900,209900,209900,184900,180200,182500,197400,210900,210000,222000,199900,199900,209450,184900,167950,182950,180450,186450,188900,199000,184900,199900,184900,195000,189000,194900,174900,179700
"Kenton","Portland","OR","Portland","Multnomah",880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292500,319950,299700,299250,299950,297500,319500,315000,323950,331500,350000,335000,331500
"Milwood","Kalamazoo","MI","Kalamazoo","Kalamazoo",881,,,,,,,,,,,,,,,81900,90700,89900,94900,89900,84900,79900,79950,81950,84900,84900,84900,89900,89900,93900,89900,89926.5,94500,84900,84900,99500,99500,86400,91750,89900,99400,99900,99450,99900,97000,94700,89900,89900,89900,89700,89900,98900,98900,95000,99250,96250,98300,95000,92900,89000,89900,93500,94900,101000,102200,99950,97500,98914.5,99990,109000,109000,105950,109000,102900,102900,101200
"Ashland","Cherry Hill","NJ","Philadelphia","Camden",882,2e+05,209000,214900,199900,208500,199900,199900,199900,189000,189000,179900,179900,179000,179000,179000,179000,179900,174949.5,175000,175000,178200,179000,169900,169900,174450,182400,179000,179450,182450,172450,172450,169900,169000,169900,199000,189900,185000,179500,175000,180500,182000,185000,180200,189900,191500,189900,189950,187450,199900,201450,190000,185000,185000,188450,189900,182400,189900,199900,184900,184900,195750,199900,199900,199900,199950,199900,199800,189000,189450,184900,170000,179000,179450,183900,183900
"Princeton Heights","Saint Louis","MO","St. Louis","Saint Louis City",883,132400,139900,142950,139950,139000,129900,122400,129900,129900,125000,127450,124900,119900,116450,124950,121500,119900,109900,109900,118770,119900,119900,119900,115000,111950,102400,109450,109900,119900,117900,127950,122500,125000,125000,127900,129400,123950,126944,134900,133900,135000,135000,129900,124900,129900,125000,129700,124900,119900,124900,129000,129900,129900,134900,139000,129900,129950,133900,130000,128450,128200,132400,134900,134900,137000,129900,129950,129900,125000,126950,129400,130900,129950,133900,124900
"Bemiss","Spokane","WA","Spokane","Spokane",884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98900,102900,102900,102900,97450,94250,95000,89900,95000,95000,87500,79900,86400,96950,99900,89900,99500,94900,104900,104200,99500,94900,94900,94700,100950,94500,94250,94000,98450,95000,99000,99900,94900,93750,99900,105950,109500,112450
"Ballard","Seattle","WA","Seattle","King",885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429900,429900,429900,429900,429900,429900,401900,401900,401900,407900,408900,402900,401900,401900,401900,405400,409900,405400,407900,401900,424950
"Piper Glen Estates","Charlotte","NC","Charlotte","Mecklenburg",886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389900,397417,369000,359900,384950,395500,359700,367250,373000,359500,339900,349000,395336,417450,449950,440000,429000,429000,419900,447450,440000,449000,429000,405302,417744.5
"New Tampa","Tampa","FL","Tampa","Hillsborough",887,,,,,,,,,,,,,,,,,,,,199900,199945,215995,215000,199945,219990,215000,220000,199500,215000,222990,225990,223945,225990,239990,259990,267450,254990,262990,254990,270000,277490,275495,278990,275445,275990,254900,262990,273400,280490,278995,270000,259900,262490,253990,275990,275990,275990,269945,265000,259995,260000,252500,255000,255000,266445,264450,259995,272445,284900,291865,291995,296880,293390,272990,285745
"Old City","Philadelphia","PA","Philadelphia","Philadelphia",887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379900,389950,407450,425450,439900,457450,416000,423500,430000,455950,454999,429900
"Bel Air","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870000,3695000,3875000,3695000,3500000,3970000,3997000,3997000,3997000,3817500,3872000,4195000,3774000
"Pleasant Valley","Portland","OR","Portland","Multnomah",890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299450,299950,324950,339900,339999,319900,329500,299950,309950,302725,297000,322450,344000,374900,354450,372450,375000,359900,365000,374975,369900,365000,369900,391000,399947.5,404447.5,419000,422275,399050,419950
"Thoroughgood","Virginia Beach","VA","Virginia Beach","Virginia Beach City",891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000,377450,390000,349950,350000,369000,387450,394450,399825,417000,399800,406450,389900,350000,364900,366400,361700,354450,358950,371500,384950,381250,399000,383700,379000,390000,419000,369900,399900,399950,4e+05,445000,463700,467500,479900,463700,479950
"Reservoir","Little Rock","AR","Little Rock","Pulaski",892,165000,159900,169000,169900,169900,164500,159900,159900,157450,155000,157000,154950,150900,155000,157000,168450,170950,172200,167450,164500,164700,164500,168200,169900,169900,167000,168700,166250,164950,160000,159949.5,164500,164500,166500,172200,169900,163900,171200,174000,172500,172500,173500,176150,174500,175000,169900,172500,169900,169900,164900,169000,169900,169000,169000,169900,169900,169000,160950,164200,164900,169250,174900,169000,174900,168950,169500,169500,169900,159900,159900,162400,164900,165000,164950,166900
