GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDOE001,ABDOE002,ABDOE003,ABDOE004,ABDOE005,ABDOE006,ABDOE007,ABDOE008,ABDOE009,ABDOE010,ABDOE011,ABDOE012,ABDOE013,ABDOE014,ABDOE015,ABDOE016,ABDOE017,ABDPE001,NAME_M,ABDOM001,ABDOM002,ABDOM003,ABDOM004,ABDOM005,ABDOM006,ABDOM007,ABDOM008,ABDOM009,ABDOM010,ABDOM011,ABDOM012,ABDOM013,ABDOM014,ABDOM015,ABDOM016,ABDOM017,ABDPM001,GEOID10
"G53003300314002","2010-2014",,,"Washington","53","King County","033",,,"031400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 314, King County, Washington",650,14,21,11,38,51,58,44,23,0,144,45,136,21,11,13,20,55990,"Block Group 2, Census Tract 314, King County, Washington",140,22,25,19,63,50,75,34,27,12,101,45,68,25,18,20,34,5982,"530330314002"
"G53003300314003","2010-2014",,,"Washington","53","King County","033",,,"031400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 314, King County, Washington",486,15,0,0,11,26,23,36,10,35,68,36,44,120,14,48,0,64565,"Block Group 3, Census Tract 314, King County, Washington",84,24,12,12,18,21,25,34,18,35,76,36,43,61,22,61,12,32667,"530330314003"
"G53003300314004","2010-2014",,,"Washington","53","King County","033",,,"031400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 314, King County, Washington",505,16,32,0,14,0,79,23,0,9,58,113,100,18,10,33,0,65040,"Block Group 4, Census Tract 314, King County, Washington",132,26,39,12,24,12,112,26,12,16,48,105,97,28,20,29,12,15024,"530330314004"
"G53003300314005","2010-2014",,,"Washington","53","King County","033",,,"031400","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 314, King County, Washington",394,0,36,14,14,28,60,0,0,0,10,67,110,22,12,10,11,65658,"Block Group 5, Census Tract 314, King County, Washington",111,12,55,21,24,33,98,12,12,12,18,54,63,38,19,16,18,26220,"530330314005"
"G53003300315011","2010-2014",,,"Washington","53","King County","033",,,"031501","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 315.01, King County, Washington",428,14,11,14,0,17,0,0,51,0,10,22,178,20,0,85,6,80326,"Block Group 1, Census Tract 315.01, King County, Washington",101,23,16,22,12,26,12,12,56,12,16,25,81,19,12,63,12,14150,"530330315011"
"G53003300315012","2010-2014",,,"Washington","53","King County","033",,,"031501","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 315.01, King County, Washington",602,50,0,12,12,8,13,26,9,25,46,147,68,38,31,90,27,70240,"Block Group 2, Census Tract 315.01, King County, Washington",100,60,12,20,19,14,20,25,14,28,36,78,38,29,27,50,25,6459,"530330315012"
"G53003300315013","2010-2014",,,"Washington","53","King County","033",,,"031501","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 315.01, King County, Washington",479,89,0,15,11,11,20,11,0,13,7,43,18,177,0,45,19,102768,"Block Group 3, Census Tract 315.01, King County, Washington",114,69,12,23,17,19,22,17,12,13,11,30,21,89,12,59,20,52913,"530330315013"
"G53003300315021","2010-2014",,,"Washington","53","King County","033",,,"031502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 315.02, King County, Washington",508,74,11,55,0,12,0,0,26,6,54,24,57,32,66,54,37,66667,"Block Group 1, Census Tract 315.02, King County, Washington",113,62,17,64,12,19,12,12,40,10,60,23,59,30,43,51,36,43182,"530330315021"
"G53003300315022","2010-2014",,,"Washington","53","King County","033",,,"031502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 315.02, King County, Washington",552,5,17,16,7,43,48,27,29,28,18,66,106,27,21,66,28,64750,"Block Group 2, Census Tract 315.02, King County, Washington",93,9,18,18,12,34,49,23,26,27,20,39,77,26,25,43,27,18102,"530330315022"
"G53003300315023","2010-2014",,,"Washington","53","King County","033",,,"031502","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 315.02, King County, Washington",682,19,52,33,10,9,11,8,27,21,83,52,130,102,90,28,7,80635,"Block Group 3, Census Tract 315.02, King County, Washington",101,22,46,44,16,15,17,12,24,27,56,31,74,56,73,27,11,28831,"530330315023"
"G53003300316011","2010-2014",,,"Washington","53","King County","033",,,"031601","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 316.01, King County, Washington",766,16,0,0,0,8,0,31,21,46,30,52,131,138,135,112,46,104342,"Block Group 1, Census Tract 316.01, King County, Washington",74,22,12,12,12,12,12,28,25,40,45,50,50,47,69,53,31,14234,"530330316011"
"G53003300316012","2010-2014",,,"Washington","53","King County","033",,,"031601","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 316.01, King County, Washington",745,13,6,0,9,38,51,7,0,19,48,43,120,112,41,200,38,101713,"Block Group 2, Census Tract 316.01, King County, Washington",89,19,11,12,14,47,33,12,12,21,36,33,68,53,33,82,46,13285,"530330316012"
"G53003300316013","2010-2014",,,"Washington","53","King County","033",,,"031601","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 316.01, King County, Washington",465,46,18,11,10,8,44,27,28,38,23,42,28,57,18,47,20,50893,"Block Group 3, Census Tract 316.01, King County, Washington",77,48,20,17,16,13,48,22,25,51,21,29,27,31,20,32,23,19856,"530330316013"
"G53003300316031","2010-2014",,,"Washington","53","King County","033",,,"031603","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 316.03, King County, Washington",573,20,34,7,0,29,42,0,20,19,50,28,57,69,106,39,53,87625,"Block Group 1, Census Tract 316.03, King County, Washington",88,23,53,11,12,33,50,12,22,23,37,28,37,41,54,38,29,29380,"530330316031"
"G53003300316032","2010-2014",,,"Washington","53","King County","033",,,"031603","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 316.03, King County, Washington",383,0,0,0,45,29,12,9,19,0,53,56,100,29,0,23,8,71089,"Block Group 2, Census Tract 316.03, King County, Washington",91,12,12,12,41,48,19,14,31,12,53,51,58,27,12,25,14,24389,"530330316032"
"G53003300316033","2010-2014",,,"Washington","53","King County","033",,,"031603","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 316.03, King County, Washington",557,0,0,11,10,21,44,43,42,75,47,82,13,132,11,16,10,54938,"Block Group 3, Census Tract 316.03, King County, Washington",102,12,12,17,16,24,30,67,34,56,38,51,18,71,17,17,16,21583,"530330316033"
"G53003300316034","2010-2014",,,"Washington","53","King County","033",,,"031603","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 316.03, King County, Washington",529,6,0,28,10,0,21,0,0,0,12,21,72,56,49,102,152,142202,"Block Group 4, Census Tract 316.03, King County, Washington",89,11,12,40,18,12,22,12,12,12,19,23,67,43,36,68,55,34785,"530330316034"
"G53003300316041","2010-2014",,,"Washington","53","King County","033",,,"031604","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 316.04, King County, Washington",917,0,0,33,19,0,26,9,27,0,36,62,164,268,130,85,58,106161,"Block Group 1, Census Tract 316.04, King County, Washington",102,12,12,51,20,12,25,13,29,12,35,34,86,90,75,56,64,12344,"530330316041"
"G53003300316042","2010-2014",,,"Washington","53","King County","033",,,"031604","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 316.04, King County, Washington",301,0,0,25,0,0,0,36,0,0,18,23,67,57,30,36,9,86853,"Block Group 2, Census Tract 316.04, King County, Washington",66,12,12,37,12,12,12,39,12,12,28,22,39,35,29,33,16,19350,"530330316042"
"G53003300316043","2010-2014",,,"Washington","53","King County","033",,,"031604","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 316.04, King County, Washington",497,0,24,0,19,0,0,42,5,13,0,102,106,101,18,48,19,84398,"Block Group 3, Census Tract 316.04, King County, Washington",92,12,38,12,29,12,12,50,10,21,12,63,55,47,21,61,25,19662,"530330316043"
"G53003300316051","2010-2014",,,"Washington","53","King County","033",,,"031605","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 316.05, King County, Washington",458,10,0,16,10,0,11,0,14,0,66,69,29,85,35,71,42,100909,"Block Group 1, Census Tract 316.05, King County, Washington",76,15,12,26,18,12,18,12,22,12,50,43,26,56,27,42,43,30137,"530330316051"
"G53003300316052","2010-2014",,,"Washington","53","King County","033",,,"031605","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 316.05, King County, Washington",442,8,11,17,12,10,0,10,20,7,53,74,66,71,47,36,0,72143,"Block Group 2, Census Tract 316.05, King County, Washington",99,13,19,25,19,17,12,16,30,13,62,54,37,42,32,29,12,27199,"530330316052"
"G53003300316053","2010-2014",,,"Washington","53","King County","033",,,"031605","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 316.05, King County, Washington",400,28,0,8,8,13,43,30,25,10,23,55,0,30,8,61,58,65263,"Block Group 3, Census Tract 316.05, King County, Washington",80,45,12,14,13,22,42,32,29,14,33,39,12,26,13,41,57,26749,"530330316053"
"G53003300317031","2010-2014",,,"Washington","53","King County","033",,,"031703","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 317.03, King County, Washington",474,0,20,9,0,0,0,0,0,36,25,144,107,22,36,40,35,83036,"Block Group 1, Census Tract 317.03, King County, Washington",94,12,35,16,12,12,12,12,12,41,40,86,74,36,43,44,30,27161,"530330317031"
"G53003300317032","2010-2014",,,"Washington","53","King County","033",,,"031703","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 317.03, King County, Washington",475,0,16,0,0,0,29,24,0,38,30,26,134,47,30,101,0,87153,"Block Group 2, Census Tract 317.03, King County, Washington",89,12,24,12,12,12,36,38,12,42,34,31,74,45,33,65,12,17371,"530330317032"
"G53003300317033","2010-2014",,,"Washington","53","King County","033",,,"031703","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 317.03, King County, Washington",565,30,34,0,105,20,0,38,30,82,35,52,73,47,0,19,0,48277,"Block Group 3, Census Tract 317.03, King County, Washington",105,48,38,12,87,31,12,39,32,86,31,37,53,45,12,30,12,6920,"530330317033"
"G53003300317034","2010-2014",,,"Washington","53","King County","033",,,"031703","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 317.03, King County, Washington",505,32,16,16,14,45,15,16,47,0,0,73,138,0,50,28,15,64679,"Block Group 4, Census Tract 317.03, King County, Washington",112,36,24,24,23,38,24,26,41,12,12,57,69,12,78,31,24,22412,"530330317034"
"G53003300317035","2010-2014",,,"Washington","53","King County","033",,,"031703","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 317.03, King County, Washington",673,0,0,0,0,0,0,17,33,20,29,53,114,81,172,80,74,124453,"Block Group 5, Census Tract 317.03, King County, Washington",111,12,12,12,12,12,12,27,34,31,33,46,64,83,83,59,58,32157,"530330317035"
"G53003300317041","2010-2014",,,"Washington","53","King County","033",,,"031704","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 317.04, King County, Washington",444,0,9,8,0,26,20,5,0,0,26,55,39,102,108,46,0,112000,"Block Group 1, Census Tract 317.04, King County, Washington",82,12,14,12,12,29,33,8,12,12,23,44,33,56,68,35,12,14764,"530330317041"
"G53003300317042","2010-2014",,,"Washington","53","King County","033",,,"031704","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 317.04, King County, Washington",550,0,0,36,30,19,21,40,45,35,20,91,41,57,94,21,0,66406,"Block Group 2, Census Tract 317.04, King County, Washington",85,12,12,37,24,19,19,43,36,29,19,53,28,39,57,27,12,10814,"530330317042"
"G53003300317043","2010-2014",,,"Washington","53","King County","033",,,"031704","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 317.04, King County, Washington",736,14,24,0,6,24,19,9,4,8,55,142,130,103,85,69,44,93182,"Block Group 3, Census Tract 317.04, King County, Washington",99,16,28,12,10,18,24,14,8,12,44,74,48,64,46,50,35,21889,"530330317043"
"G53003300317051","2010-2014",,,"Washington","53","King County","033",,,"031705","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 317.05, King County, Washington",378,0,0,0,0,0,11,0,22,0,12,0,104,43,54,87,45,124318,"Block Group 1, Census Tract 317.05, King County, Washington",89,12,12,12,12,12,17,12,35,12,14,12,91,36,39,51,32,38204,"530330317051"
"G53003300317052","2010-2014",,,"Washington","53","King County","033",,,"031705","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 317.05, King County, Washington",462,0,0,0,0,0,0,38,0,0,0,119,58,141,17,71,18,105188,"Block Group 2, Census Tract 317.05, King County, Washington",87,12,12,12,12,12,12,37,12,12,12,65,46,73,19,63,21,17434,"530330317052"
"G53003300317053","2010-2014",,,"Washington","53","King County","033",,,"031705","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 317.05, King County, Washington",486,0,20,10,8,0,0,0,32,0,11,38,139,43,98,29,58,97000,"Block Group 3, Census Tract 317.05, King County, Washington",86,12,25,15,14,12,12,12,36,12,19,36,66,40,66,35,42,30201,"530330317053"
"G53003300317061","2010-2014",,,"Washington","53","King County","033",,,"031706","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 317.06, King County, Washington",398,0,0,0,15,0,27,0,0,0,11,83,149,24,62,17,10,86926,"Block Group 1, Census Tract 317.06, King County, Washington",116,12,12,12,26,12,43,12,12,12,21,53,91,29,70,21,22,8530,"530330317061"
"G53003300317062","2010-2014",,,"Washington","53","King County","033",,,"031706","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 317.06, King County, Washington",789,125,18,18,57,18,33,17,98,16,112,85,122,50,20,0,0,49141,"Block Group 2, Census Tract 317.06, King County, Washington",129,110,29,28,46,28,38,28,95,25,84,50,84,49,31,12,12,13094,"530330317062"
"G53003300317063","2010-2014",,,"Washington","53","King County","033",,,"031706","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 317.06, King County, Washington",505,0,0,28,50,15,0,35,0,0,31,54,22,111,16,88,55,105353,"Block Group 3, Census Tract 317.06, King County, Washington",96,12,12,33,50,24,12,40,12,12,34,47,28,74,30,62,57,34368,"530330317063"
"G53003300317064","2010-2014",,,"Washington","53","King County","033",,,"031706","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 317.06, King County, Washington",657,16,56,14,0,22,22,0,0,0,26,57,148,65,102,72,57,96094,"Block Group 4, Census Tract 317.06, King County, Washington",96,24,70,22,12,36,34,12,12,12,30,55,81,62,65,67,41,22860,"530330317064"
"G53003300318001","2010-2014",,,"Washington","53","King County","033",,,"031800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 318, King County, Washington",751,12,8,0,0,9,6,27,0,32,14,46,128,217,111,109,32,104776,"Block Group 1, Census Tract 318, King County, Washington",89,15,13,12,12,14,10,26,12,41,16,34,71,75,64,54,26,4480,"530330318001"
"G53003300318002","2010-2014",,,"Washington","53","King County","033",,,"031800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 318, King County, Washington",513,8,9,0,35,8,7,0,18,27,24,82,22,56,92,62,63,108060,"Block Group 2, Census Tract 318, King County, Washington",77,13,14,12,37,14,11,12,20,25,23,50,19,31,66,37,40,40339,"530330318002"
"G53003300318003","2010-2014",,,"Washington","53","King County","033",,,"031800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 318, King County, Washington",526,0,8,16,24,71,61,8,8,17,0,49,47,39,76,78,24,77813,"Block Group 3, Census Tract 318, King County, Washington",86,12,13,18,28,65,58,12,13,19,12,32,44,29,48,49,21,29385,"530330318003"
"G53003300319031","2010-2014",,,"Washington","53","King County","033",,,"031903","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 319.03, King County, Washington",583,0,0,21,0,31,0,0,0,33,54,93,112,103,52,45,39,84188,"Block Group 1, Census Tract 319.03, King County, Washington",87,12,12,32,12,36,12,12,12,28,69,64,59,68,61,40,43,19652,"530330319031"
"G53003300319032","2010-2014",,,"Washington","53","King County","033",,,"031903","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 319.03, King County, Washington",572,18,0,65,0,0,26,13,54,18,0,48,99,83,50,74,24,87933,"Block Group 2, Census Tract 319.03, King County, Washington",110,28,12,78,12,12,32,23,52,27,12,45,67,66,46,55,28,14716,"530330319032"
"G53003300319033","2010-2014",,,"Washington","53","King County","033",,,"031903","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 319.03, King County, Washington",409,0,0,0,18,0,0,0,0,0,25,85,73,116,28,64,0,100438,"Block Group 3, Census Tract 319.03, King County, Washington",76,12,12,12,30,12,12,12,12,12,29,64,64,83,34,48,12,17016,"530330319033"
"G53003300319034","2010-2014",,,"Washington","53","King County","033",,,"031903","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 319.03, King County, Washington",350,0,0,0,0,17,14,15,27,0,0,80,65,99,16,17,0,79808,"Block Group 4, Census Tract 319.03, King County, Washington",75,12,12,12,12,27,23,24,29,12,12,58,52,71,26,26,12,18772,"530330319034"
"G53003300319035","2010-2014",,,"Washington","53","King County","033",,,"031903","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 319.03, King County, Washington",377,7,0,0,15,56,12,19,18,0,0,63,30,45,34,40,38,74625,"Block Group 5, Census Tract 319.03, King County, Washington",95,26,12,12,24,68,20,27,31,12,12,65,36,42,34,29,45,52187,"530330319035"
"G53003300319041","2010-2014",,,"Washington","53","King County","033",,,"031904","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 319.04, King County, Washington",633,21,23,9,9,5,10,20,35,9,19,62,82,104,30,76,119,103125,"Block Group 1, Census Tract 319.04, King County, Washington",71,23,25,14,14,9,16,24,30,14,27,48,51,44,28,45,53,17165,"530330319041"
"G53003300319042","2010-2014",,,"Washington","53","King County","033",,,"031904","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 319.04, King County, Washington",284,0,0,17,0,0,20,0,0,0,25,68,38,51,25,19,21,79063,"Block Group 2, Census Tract 319.04, King County, Washington",59,12,12,28,12,12,22,12,12,12,29,53,32,40,39,18,23,39438,"530330319042"
"G53003300319043","2010-2014",,,"Washington","53","King County","033",,,"031904","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 319.04, King County, Washington",390,0,0,8,39,7,0,47,0,0,32,36,61,77,54,25,4,76912,"Block Group 3, Census Tract 319.04, King County, Washington",78,12,12,12,58,12,12,52,12,12,26,25,39,38,46,32,9,26459,"530330319043"
