GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,GEOID10
"G53003300030004","2010","Washington","53","King County","033","003000","4",1050.00,1050,1050,1130,21.00,21,21,10,24.00,24,24,9,49.00,49,49,73,1.00,1,1,2,25.00,25,25,20,43.00,43,43,50,"530330030004"
"G53003300031001","2010","Washington","53","King County","033","003100","1",1057.00,1057,1057,1035,0.00,0,0,6,15.00,15,15,1,30.00,30,30,43,1.00,1,1,1,17.00,17,17,11,25.00,25,25,52,"530330031001"
"G53003300031002","2010","Washington","53","King County","033","003100","2",948.00,948,948,1020,11.00,11,11,7,13.00,13,13,5,26.00,26,26,23,4.00,4,4,1,24.00,24,24,6,43.00,43,43,48,"530330031002"
"G53003300031003","2010","Washington","53","King County","033","003100","3",1136.00,1136,1136,1107,25.00,25,25,17,9.00,9,9,10,39.00,39,39,71,0.00,0,0,3,19.00,19,19,23,33.00,33,33,53,"530330031003"
"G53003300031004","2010","Washington","53","King County","033","003100","4",1284.00,1284,1284,1274,6.00,6,6,14,11.00,11,11,6,42.00,42,42,51,1.00,1,1,0,6.00,6,6,4,39.00,39,39,44,"530330031004"
"G53003300031005","2010","Washington","53","King County","033","003100","5",1108.00,1108,1108,1150,12.00,12,12,14,3.00,3,3,7,16.00,16,16,51,7.00,7,7,1,6.00,6,6,5,22.00,22,22,55,"530330031005"
"G53003300032001","2010","Washington","53","King County","033","003200","1",780.00,780,780,843,7.00,7,7,10,10.00,10,10,1,33.00,33,33,30,1.00,1,1,0,22.00,22,22,7,36.00,36,36,28,"530330032001"
"G53003300032002","2010","Washington","53","King County","033","003200","2",939.00,939,939,972,23.00,23,23,23,8.00,8,8,9,61.00,61,61,56,4.00,4,4,7,24.00,24,24,24,53.00,53,53,55,"530330032002"
"G53003300032003","2010","Washington","53","King County","033","003200","3",735.00,735,735,959,16.00,16,16,21,17.00,17,17,4,31.00,31,31,55,0.00,0,0,2,34.00,34,34,18,44.00,44,44,43,"530330032003"
"G53003300032004","2010","Washington","53","King County","033","003200","4",1101.00,1101,1101,993,10.00,10,10,19,14.00,14,14,12,27.00,27,27,33,2.00,2,2,1,4.00,4,4,11,42.00,42,42,45,"530330032004"
"G53003300032005","2010","Washington","53","King County","033","003200","5",682.00,682,682,649,4.00,4,4,5,10.00,10,10,7,19.00,19,19,20,0.00,0,0,0,4.00,4,4,1,15.00,15,15,38,"530330032005"
"G53003300032006","2010","Washington","53","King County","033","003200","6",1295.00,1295,1295,1451,6.00,6,6,12,4.00,4,4,4,14.00,14,14,48,2.00,2,2,2,2.00,2,2,7,33.00,33,33,43,"530330032006"
"G53003300032007","2010","Washington","53","King County","033","003200","7",976.00,976,976,1013,9.00,9,9,14,6.00,6,6,4,36.00,36,36,42,0.00,0,0,0,5.00,5,5,8,13.00,13,13,34,"530330032007"
"G53003300033001","2010","Washington","53","King County","033","003300","1",985.00,985,985,1063,17.00,17,17,16,15.00,15,15,8,39.00,39,39,31,4.00,4,4,1,21.00,21,21,16,24.00,24,24,43,"530330033001"
"G53003300033002","2010","Washington","53","King County","033","003300","2",903.00,903,903,941,17.00,17,17,18,16.00,16,16,10,40.00,40,40,56,1.00,1,1,2,13.00,13,13,11,52.00,52,52,71,"530330033002"
"G53003300033003","2010","Washington","53","King County","033","003300","3",1292.00,1292,1292,1396,24.00,24,24,30,11.00,11,11,17,86.00,86,86,118,3.00,3,3,16,39.00,39,39,33,60.00,60,60,84,"530330033003"
"G53003300033004","2010","Washington","53","King County","033","003300","4",976.00,976,976,989,18.00,18,18,18,21.00,21,21,15,35.00,35,35,68,4.00,4,4,0,17.00,17,17,18,64.00,64,64,70,"530330033004"
"G53003300033005","2010","Washington","53","King County","033","003300","5",860.00,860,860,926,31.00,31,31,25,10.00,10,10,7,42.00,42,42,51,0.00,0,0,0,66.00,66,66,19,26.00,26,26,37,"530330033005"
"G53003300034001","2010","Washington","53","King County","033","003400","1",980.00,980,980,1017,24.00,24,24,10,17.00,17,17,10,49.00,49,49,48,0.00,0,0,2,9.00,9,9,10,39.00,39,39,43,"530330034001"
"G53003300034002","2010","Washington","53","King County","033","003400","2",1036.00,1036,1036,1036,9.00,9,9,6,6.00,6,6,9,36.00,36,36,45,0.00,0,0,0,11.00,11,11,9,30.00,30,30,34,"530330034002"
"G53003300034003","2010","Washington","53","King County","033","003400","3",830.00,830,830,908,16.00,16,16,23,10.00,10,10,4,42.00,42,42,34,1.00,1,1,1,18.00,18,18,9,35.00,35,35,44,"530330034003"
"G53003300035001","2010","Washington","53","King County","033","003500","1",1190.00,1190,1190,1267,13.00,13,13,17,5.00,5,5,10,49.00,49,49,61,1.00,1,1,0,13.00,13,13,13,29.00,29,29,34,"530330035001"
"G53003300035002","2010","Washington","53","King County","033","003500","2",1107.00,1107,1107,1198,13.00,13,13,12,11.00,11,11,5,53.00,53,53,45,1.00,1,1,2,18.00,18,18,10,40.00,40,40,63,"530330035002"
"G53003300035003","2010","Washington","53","King County","033","003500","3",1001.00,1001,1001,1055,14.00,14,14,30,8.00,8,8,6,25.00,25,25,33,0.00,0,0,1,15.00,15,15,31,33.00,33,33,43,"530330035003"
"G53003300036001","2010","Washington","53","King County","033","003600","1",903.00,903,903,1027,26.00,26,26,27,7.00,7,7,4,104.00,104,104,124,0.00,0,0,2,9.00,9,9,18,68.00,68,68,66,"530330036001"
"G53003300036002","2010","Washington","53","King County","033","003600","2",900.00,900,900,1031,29.00,29,29,36,23.00,23,23,8,77.00,77,77,123,4.00,4,4,3,11.00,11,11,14,51.00,51,51,67,"530330036002"
"G53003300036003","2010","Washington","53","King County","033","003600","3",1108.00,1108,1108,1085,13.00,13,13,21,9.00,9,9,4,54.00,54,54,94,1.00,1,1,0,3.00,3,3,13,53.00,53,53,76,"530330036003"
"G53003300036004","2010","Washington","53","King County","033","003600","4",1240.00,1240,1240,1509,24.00,24,24,18,3.00,3,3,10,103.00,103,103,179,1.00,1,1,1,16.00,16,16,24,46.00,46,46,88,"530330036004"
"G53003300038001","2010","Washington","53","King County","033","003800","1",918.00,918,918,919,18.00,18,18,26,3.00,3,3,11,58.00,58,58,87,1.00,1,1,2,8.00,8,8,2,20.00,20,20,50,"530330038001"
"G53003300038002","2010","Washington","53","King County","033","003800","2",776.00,776,776,765,8.00,8,8,14,2.00,2,2,2,125.00,125,125,115,1.00,1,1,0,9.00,9,9,5,33.00,33,33,60,"530330038002"
"G53003300039001","2010","Washington","53","King County","033","003900","1",1325.00,1325,1325,1305,24.00,24,24,35,10.00,10,10,9,181.00,181,181,200,1.00,1,1,0,6.00,6,6,18,59.00,59,59,110,"530330039001"
"G53003300039002","2010","Washington","53","King County","033","003900","2",924.00,924,924,906,4.00,4,4,6,3.00,3,3,3,85.00,85,85,127,1.00,1,1,0,8.00,8,8,5,39.00,39,39,48,"530330039002"
"G53003300040001","2010","Washington","53","King County","033","004000","1",1222.00,1222,1222,1267,50.00,50,50,139,9.00,9,9,8,158.00,158,158,164,14.00,14,14,18,13.00,13,13,21,51.00,51,51,84,"530330040001"
"G53003300040002","2010","Washington","53","King County","033","004000","2",797.00,797,797,848,7.00,7,7,7,2.00,2,2,0,38.00,38,38,83,0.00,0,0,2,4.00,4,4,3,20.00,20,20,46,"530330040002"
"G53003300041001","2010","Washington","53","King County","033","004100","1",933.00,933,933,1052,37.00,37,37,15,9.00,9,9,2,231.00,231,231,293,0.00,0,0,1,20.00,20,20,11,56.00,56,56,68,"530330041001"
"G53003300041002","2010","Washington","53","King County","033","004100","2",1416.00,1416,1416,1422,7.00,7,7,10,4.00,4,4,4,148.00,148,148,156,2.00,2,2,8,6.00,6,6,7,39.00,39,39,59,"530330041002"
"G53003300041003","2010","Washington","53","King County","033","004100","3",1281.00,1281,1281,1315,8.00,8,8,7,0.00,0,0,0,41.00,41,41,74,0.00,0,0,2,3.00,3,3,5,32.00,32,32,58,"530330041003"
"G53003300041004","2010","Washington","53","King County","033","004100","4",1128.00,1128,1128,1030,3.00,3,3,11,8.00,8,8,9,85.00,85,85,105,1.00,1,1,1,9.00,9,9,17,23.00,23,23,46,"530330041004"
"G53003300041005","2010","Washington","53","King County","033","004100","5",827.00,827,827,885,24.00,24,24,13,7.00,7,7,4,123.00,123,123,152,1.00,1,1,0,12.00,12,12,17,46.00,46,46,49,"530330041005"
"G53003300041006","2010","Washington","53","King County","033","004100","6",885.00,885,885,805,1.00,1,1,1,0.00,0,0,4,22.00,22,22,37,0.00,0,0,0,13.00,13,13,9,14.00,14,14,25,"530330041006"
"G53003300042001","2010","Washington","53","King County","033","004200","1",1330.00,1330,1330,1376,12.00,12,12,15,6.00,6,6,3,108.00,108,108,141,1.00,1,1,2,9.00,9,9,6,24.00,24,24,36,"530330042001"
"G53003300042002","2010","Washington","53","King County","033","004200","2",1188.00,1188,1188,1136,95.00,95,95,112,21.00,21,21,19,130.00,130,130,178,8.00,8,8,9,16.00,16,16,34,80.00,80,80,144,"530330042002"
"G53003300042003","2010","Washington","53","King County","033","004200","3",1172.00,1172,1172,1193,30.00,30,30,32,5.00,5,5,1,101.00,101,101,178,2.00,2,2,2,14.00,14,14,31,36.00,36,36,80,"530330042003"
"G53003300042004","2010","Washington","53","King County","033","004200","4",1238.00,1238,1238,1301,24.00,24,24,22,5.00,5,5,6,96.00,96,96,96,0.00,0,0,2,6.00,6,6,8,39.00,39,39,50,"530330042004"
"G53003300042005","2010","Washington","53","King County","033","004200","5",1254.00,1254,1254,1214,19.00,19,19,16,5.00,5,5,1,73.00,73,73,90,2.00,2,2,3,16.00,16,16,14,37.00,37,37,67,"530330042005"
"G53003300043011","2010","Washington","53","King County","033","004301","1",436.00,436,436,781,69.00,69,69,35,11.00,11,11,5,117.00,117,117,290,0.00,0,0,1,6.00,6,6,20,27.00,27,27,87,"530330043011"
"G53003300043012","2010","Washington","53","King County","033","004301","2",996.00,996,996,1012,17.00,17,17,23,6.00,6,6,6,66.00,66,66,82,10.00,10,10,0,26.00,26,26,14,40.00,40,40,71,"530330043012"
"G53003300043013","2010","Washington","53","King County","033","004301","3",1084.00,1084,1084,965,14.00,14,14,8,1.00,1,1,4,54.00,54,54,72,0.00,0,0,0,6.00,6,6,16,38.00,38,38,39,"530330043013"
"G53003300043021","2010","Washington","53","King County","033","004302","1",1307.00,1307,1307,1450,15.00,15,15,43,6.00,6,6,5,168.00,168,168,311,0.00,0,0,5,13.00,13,13,63,86.00,86,86,109,"530330043021"
"G53003300043022","2010","Washington","53","King County","033","004302","2",1072.00,1072,1072,1032,42.00,42,42,47,12.00,12,12,6,292.00,292,292,345,9.00,9,9,5,25.00,25,25,27,61.00,61,61,70,"530330043022"
"G53003300044001","2010","Washington","53","King County","033","004400","1",1025.00,1025,1025,1064,14.00,14,14,17,5.00,5,5,3,99.00,99,99,110,1.00,1,1,2,17.00,17,17,14,46.00,46,46,43,"530330044001"
"G53003300044002","2010","Washington","53","King County","033","004400","2",1252.00,1252,1252,1289,35.00,35,35,38,12.00,12,12,7,148.00,148,148,172,3.00,3,3,0,28.00,28,28,28,63.00,63,63,99,"530330044002"
"G53003300044003","2010","Washington","53","King County","033","004400","3",1095.00,1095,1095,1246,32.00,32,32,39,13.00,13,13,7,181.00,181,181,186,1.00,1,1,3,18.00,18,18,36,55.00,55,55,92,"530330044003"
"G53003300044004","2010","Washington","53","King County","033","004400","4",1154.00,1154,1154,1188,32.00,32,32,62,14.00,14,14,12,293.00,293,293,336,9.00,9,9,3,22.00,22,22,35,73.00,73,73,129,"530330044004"
"G53003300045001","2010","Washington","53","King County","033","004500","1",792.00,792,792,885,14.00,14,14,17,4.00,4,4,9,69.00,69,69,96,1.00,1,1,2,2.00,2,2,12,41.00,41,41,57,"530330045001"
"G53003300045002","2010","Washington","53","King County","033","004500","2",1327.00,1327,1327,1411,21.00,21,21,14,17.00,17,17,6,60.00,60,60,73,8.00,8,8,4,7.00,7,7,14,51.00,51,51,76,"530330045002"
"G53003300046001","2010","Washington","53","King County","033","004600","1",955.00,955,955,937,2.00,2,2,7,4.00,4,4,5,40.00,40,40,75,2.00,2,2,1,3.00,3,3,9,27.00,27,27,44,"530330046001"
"G53003300046002","2010","Washington","53","King County","033","004600","2",1062.00,1062,1062,1155,14.00,14,14,11,8.00,8,8,9,59.00,59,59,68,1.00,1,1,0,8.00,8,8,11,39.00,39,39,55,"530330046002"
"G53003300046003","2010","Washington","53","King County","033","004600","3",685.00,685,685,756,11.00,11,11,16,2.00,2,2,0,46.00,46,46,44,1.00,1,1,0,13.00,13,13,14,41.00,41,41,34,"530330046003"
"G53003300047001","2010","Washington","53","King County","033","004700","1",967.00,967,967,1016,67.00,67,67,72,20.00,20,20,18,44.00,44,44,50,1.00,1,1,0,39.00,39,39,6,30.00,30,30,41,"530330047001"
"G53003300047002","2010","Washington","53","King County","033","004700","2",896.00,896,896,1085,42.00,42,42,72,15.00,15,15,11,53.00,53,53,94,3.00,3,3,9,39.00,39,39,55,45.00,45,45,68,"530330047002"
"G53003300047003","2010","Washington","53","King County","033","004700","3",1076.00,1076,1076,1932,19.00,19,19,24,18.00,18,18,14,47.00,47,47,134,6.00,6,6,2,14.00,14,14,21,56.00,56,56,76,"530330047003"
"G53003300047004","2010","Washington","53","King County","033","004700","4",1215.00,1215,1215,1668,24.00,24,24,35,19.00,19,19,16,49.00,49,49,97,12.00,12,12,2,38.00,38,38,30,62.00,62,62,91,"530330047004"
"G53003300048001","2010","Washington","53","King County","033","004800","1",881.00,881,881,928,26.00,26,26,9,3.00,3,3,5,37.00,37,37,58,0.00,0,0,0,20.00,20,20,14,29.00,29,29,46,"530330048001"
"G53003300048002","2010","Washington","53","King County","033","004800","2",1050.00,1050,1050,1068,15.00,15,15,20,5.00,5,5,5,66.00,66,66,76,2.00,2,2,1,7.00,7,7,11,37.00,37,37,50,"530330048002"
"G53003300048003","2010","Washington","53","King County","033","004800","3",939.00,939,939,906,32.00,32,32,44,25.00,25,25,9,31.00,31,31,53,1.00,1,1,1,26.00,26,26,7,51.00,51,51,55,"530330048003"
"G53003300048004","2010","Washington","53","King County","033","004800","4",937.00,937,937,1029,16.00,16,16,16,12.00,12,12,12,31.00,31,31,55,0.00,0,0,0,11.00,11,11,9,35.00,35,35,52,"530330048004"
"G53003300049001","2010","Washington","53","King County","033","004900","1",980.88,944,981,1027,12.00,12,12,32,4.00,4,4,7,47.99,45,48,75,3.00,3,3,3,4.00,3,4,10,29.99,26,30,62,"530330049001"
"G53003300049002","2010","Washington","53","King County","033","004900","2",706.99,670,707,872,15.00,15,15,14,10.00,10,10,5,32.00,30,32,65,2.00,2,2,2,9.00,9,9,10,27.00,26,27,54,"530330049002"
"G53003300049003","2010","Washington","53","King County","033","004900","3",1008.00,1008,1008,1029,37.00,37,37,34,13.00,13,13,8,72.00,72,72,86,0.00,0,0,3,23.00,23,23,15,28.00,28,28,63,"530330049003"
"G53003300049004","2010","Washington","53","King County","033","004900","4",1119.00,1119,1119,1141,15.00,15,15,14,6.00,6,6,5,46.00,46,46,53,1.00,1,1,2,8.00,8,8,11,49.00,49,49,50,"530330049004"
"G53003300049005","2010","Washington","53","King County","033","004900","5",1074.13,1074,1148,1178,28.00,28,28,26,7.00,7,7,12,51.01,51,56,82,3.00,3,3,2,8.00,8,9,14,45.01,45,50,73,"530330049005"
"G53003300050001","2010","Washington","53","King County","033","005000","1",1109.00,1109,1109,1160,34.00,34,34,22,11.00,11,11,5,84.00,84,84,96,18.00,18,18,1,18.00,18,18,10,49.00,49,49,64,"530330050001"
"G53003300050002","2010","Washington","53","King County","033","005000","2",809.00,809,809,819,25.00,25,25,9,7.00,7,7,5,49.00,49,49,72,4.00,4,4,3,11.00,11,11,10,19.00,19,19,45,"530330050002"
"G53003300050003","2010","Washington","53","King County","033","005000","3",892.00,892,892,1029,10.00,10,10,89,4.00,4,4,5,54.00,54,54,82,1.00,1,1,4,8.00,8,8,13,36.00,36,36,57,"530330050003"
"G53003300051001","2010","Washington","53","King County","033","005100","1",1020.00,1020,1020,1084,15.00,15,15,23,10.00,10,10,6,68.00,68,68,108,0.00,0,0,0,21.00,21,21,15,36.00,36,36,62,"530330051001"
"G53003300051002","2010","Washington","53","King County","033","005100","2",1099.00,1099,1099,1110,11.00,11,11,10,6.00,6,6,2,45.00,45,45,53,3.00,3,3,0,3.00,3,3,6,40.00,40,40,62,"530330051002"
"G53003300051003","2010","Washington","53","King County","033","005100","3",926.00,926,926,957,11.00,11,11,12,8.00,8,8,6,78.00,78,78,85,0.00,0,0,3,10.00,10,10,4,43.00,43,43,54,"530330051003"
"G53003300052001","2010","Washington","53","King County","033","005200","1",704.00,704,704,505,21.00,21,21,37,12.00,12,12,8,253.00,253,253,415,1.00,1,1,9,49.00,49,49,34,81.00,81,81,80,"530330052001"
"G53003300052002","2010","Washington","53","King County","033","005200","2",743.02,743,757,585,22.00,22,22,34,8.00,8,9,4,228.00,228,230,482,4.00,4,4,11,23.00,23,23,27,61.00,61,62,71,"530330052002"
"G53003300052003","2010","Washington","53","King County","033","005200","3",727.00,727,727,792,16.00,16,16,13,6.00,6,6,3,74.00,74,74,101,2.00,2,2,1,19.00,19,19,8,24.00,24,24,53,"530330052003"
"G53003300052004","2010","Washington","53","King County","033","005200","4",1022.00,1022,1022,1177,8.00,8,8,21,6.00,6,6,1,62.00,62,62,109,5.00,5,5,1,7.00,7,7,35,43.00,43,43,71,"530330052004"
"G53003300052005","2010","Washington","53","King County","033","005200","5",748.00,748,748,725,33.00,33,33,49,10.00,10,10,5,185.00,185,185,514,1.00,1,1,2,15.00,15,15,17,58.00,58,58,76,"530330052005"
"G53003300053011","2010","Washington","53","King County","033","005301","1",4174.00,4174,4174,2514,74.00,74,74,41,18.00,18,18,16,769.00,769,769,409,11.00,11,11,9,52.00,52,52,47,251.00,251,251,210,"530330053011"
"G53003300053012","2010","Washington","53","King County","033","005301","2",717.00,717,717,938,51.00,51,51,51,12.00,12,12,11,176.00,176,176,575,6.00,6,6,7,22.00,22,22,29,58.00,58,58,81,"530330053012"
"G53003300053013","2010","Washington","53","King County","033","005301","3",727.00,727,727,679,25.00,25,25,52,5.00,5,5,11,299.00,299,299,411,2.00,2,2,3,16.00,16,16,15,64.00,64,64,63,"530330053013"
"G53003300053014","2010","Washington","53","King County","033","005301","4",483.00,483,483,342,30.00,30,30,37,8.00,8,8,3,385.00,385,385,466,2.00,2,2,5,25.00,25,25,14,47.00,47,47,46,"530330053014"
"G53003300053021","2010","Washington","53","King County","033","005302","1",177.00,177,177,961,9.00,9,9,28,2.00,2,2,5,109.00,109,109,615,2.00,2,2,7,2.00,2,2,19,8.00,8,8,135,"530330053021"
"G53003300053022","2010","Washington","53","King County","033","005302","2",30.98,17,31,577,1.00,1,1,22,2.00,1,2,5,3.00,1,3,447,0.00,0,0,9,0.00,0,0,8,2.00,1,2,97,"530330053022"
"G53003300053023","2010","Washington","53","King County","033","005302","3",1246.00,1246,1246,1729,60.00,60,60,50,11.00,11,11,15,664.00,664,664,719,10.00,10,10,8,31.00,31,31,33,158.00,158,158,217,"530330053023"
"G53003300054001","2010","Washington","53","King County","033","005400","1",1011.00,1011,1011,977,14.00,14,14,17,8.00,8,8,4,25.00,25,25,60,2.00,2,2,0,7.00,7,7,6,33.00,33,33,56,"530330054001"
"G53003300054002","2010","Washington","53","King County","033","005400","2",1002.00,1002,1002,1124,16.00,16,16,10,4.00,4,4,8,46.00,46,46,103,4.00,4,4,1,12.00,12,12,6,29.00,29,29,64,"530330054002"
"G53003300054003","2010","Washington","53","King County","033","005400","3",914.00,914,914,1027,19.00,19,19,60,6.00,6,6,7,55.00,55,55,103,1.00,1,1,0,7.00,7,7,22,35.00,35,35,60,"530330054003"
"G53003300054004","2010","Washington","53","King County","033","005400","4",845.00,845,845,987,6.00,6,6,11,10.00,10,10,5,72.00,72,72,133,0.00,0,0,2,9.00,9,9,26,49.00,49,49,69,"530330054004"
"G53003300056001","2010","Washington","53","King County","033","005600","1",1160.00,1160,1160,1126,6.00,6,6,10,3.00,3,3,4,40.00,40,40,66,2.00,2,2,0,10.00,10,10,11,54.00,54,54,31,"530330056001"
"G53003300056002","2010","Washington","53","King County","033","005600","2",1117.00,1117,1117,1175,16.00,16,16,14,12.00,12,12,1,44.00,44,44,34,1.00,1,1,1,9.00,9,9,4,25.00,25,25,48,"530330056002"
"G53003300056003","2010","Washington","53","King County","033","005600","3",1229.37,1229,1261,1189,6.00,6,6,6,2.00,2,2,1,24.04,24,27,47,3.00,3,3,1,5.00,5,5,4,23.01,23,24,41,"530330056003"
"G53003300056004","2010","Washington","53","King County","033","005600","4",1080.63,1049,1081,1091,13.00,13,13,12,3.00,3,3,0,65.96,63,66,49,1.00,1,1,3,7.00,7,7,14,31.99,31,32,36,"530330056004"
"G53003300056005","2010","Washington","53","King County","033","005600","5",1143.00,1143,1143,1194,13.00,13,13,11,1.00,1,1,2,54.00,54,54,89,0.00,0,0,0,1.00,1,1,5,23.00,23,23,62,"530330056005"
"G53003300057001","2010","Washington","53","King County","033","005700","1",575.00,575,575,410,49.00,49,49,0,2.00,2,2,0,65.00,65,65,48,12.00,12,12,0,12.00,12,12,6,35.00,35,35,19,"530330057001"
"G53003300057002","2010","Washington","53","King County","033","005700","2",976.00,976,976,1030,5.00,5,5,18,6.00,6,6,1,37.00,37,37,61,1.00,1,1,1,2.00,2,2,8,11.00,11,11,44,"530330057002"
"G53003300057003","2010","Washington","53","King County","033","005700","3",744.00,744,744,796,8.00,8,8,13,1.00,1,1,6,65.00,65,65,49,1.00,1,1,1,4.00,4,4,5,28.00,28,28,39,"530330057003"
"G53003300057004","2010","Washington","53","King County","033","005700","4",925.00,925,925,963,13.00,13,13,23,4.00,4,4,9,106.00,106,106,114,6.00,6,6,1,15.00,15,15,10,35.00,35,35,64,"530330057004"
"G53003300057005","2010","Washington","53","King County","033","005700","5",828.00,828,828,870,5.00,5,5,12,12.00,12,12,9,38.00,38,38,66,1.00,1,1,9,15.00,15,15,12,34.00,34,34,39,"530330057005"
"G53003300057006","2010","Washington","53","King County","033","005700","6",1099.00,1099,1099,1041,29.00,29,29,24,6.00,6,6,6,111.00,111,111,113,9.00,9,9,1,17.00,17,17,8,43.00,43,43,52,"530330057006"
"G53003300058011","2010","Washington","53","King County","033","005801","1",761.00,761,761,927,40.00,40,40,30,12.00,12,12,10,91.00,91,91,89,7.00,7,7,9,19.00,19,19,18,52.00,52,52,50,"530330058011"
"G53003300058012","2010","Washington","53","King County","033","005801","2",1190.00,1190,1190,1166,35.00,35,35,32,6.00,6,6,10,81.00,81,81,89,7.00,7,7,1,21.00,21,21,14,24.00,24,24,68,"530330058012"
"G53003300058013","2010","Washington","53","King County","033","005801","3",1010.00,1010,1010,968,15.00,15,15,34,10.00,10,10,11,58.00,58,58,75,0.00,0,0,2,13.00,13,13,22,37.00,37,37,49,"530330058013"
"G53003300058014","2010","Washington","53","King County","033","005801","4",864.00,864,864,879,28.00,28,28,27,12.00,12,12,10,82.00,82,82,68,3.00,3,3,5,23.00,23,23,16,42.00,42,42,64,"530330058014"
"G53003300058021","2010","Washington","53","King County","033","005802","1",1186.00,1186,1186,1207,36.00,36,36,34,22.00,22,22,5,107.00,107,107,124,6.00,6,6,4,17.00,17,17,23,75.00,75,75,94,"530330058021"
"G53003300058022","2010","Washington","53","King County","033","005802","2",1369.00,1369,1369,1278,53.00,53,53,59,14.00,14,14,18,87.00,87,87,71,4.00,4,4,2,34.00,34,34,17,45.00,45,45,77,"530330058022"
"G53003300058023","2010","Washington","53","King County","033","005802","3",1531.00,1531,1531,1585,38.00,38,38,93,12.00,12,12,12,76.00,76,76,152,5.00,5,5,22,34.00,34,34,91,66.00,66,66,91,"530330058023"
"G53003300059001","2010","Washington","53","King County","033","005900","1",1161.00,1161,1161,1352,33.00,33,33,49,12.00,12,12,9,72.00,72,72,99,7.00,7,7,6,13.00,13,13,31,45.00,45,45,99,"530330059001"
"G53003300059002","2010","Washington","53","King County","033","005900","2",1027.00,1027,1027,1168,9.00,9,9,10,3.00,3,3,12,82.00,82,82,89,0.00,0,0,0,11.00,11,11,2,32.00,32,32,50,"530330059002"
"G53003300059003","2010","Washington","53","King County","033","005900","3",1585.00,1585,1585,1072,13.00,13,13,34,8.00,8,8,6,41.00,41,41,71,4.00,4,4,1,15.00,15,15,12,70.00,70,70,75,"530330059003"
"G53003300059004","2010","Washington","53","King County","033","005900","4",1239.00,1239,1239,1276,13.00,13,13,28,8.00,8,8,5,60.00,60,60,69,2.00,2,2,1,3.00,3,3,13,56.00,56,56,41,"530330059004"
"G53003300059005","2010","Washington","53","King County","033","005900","5",985.00,985,985,1007,8.00,8,8,13,5.00,5,5,6,56.00,56,56,70,1.00,1,1,0,8.00,8,8,2,28.00,28,28,58,"530330059005"
"G53003300060001","2010","Washington","53","King County","033","006000","1",1194.00,1194,1194,1198,29.00,29,29,38,4.00,4,4,12,67.00,67,67,98,2.00,2,2,8,12.00,12,12,21,47.00,47,47,41,"530330060001"
"G53003300060002","2010","Washington","53","King County","033","006000","2",1072.00,1072,1072,1158,20.00,20,20,26,4.00,4,4,9,55.00,55,55,72,1.00,1,1,8,9.00,9,9,6,27.00,27,27,48,"530330060002"
"G53003300060003","2010","Washington","53","King County","033","006000","3",1060.00,1060,1060,1089,7.00,7,7,14,5.00,5,5,10,46.00,46,46,54,5.00,5,5,2,8.00,8,8,8,40.00,40,40,45,"530330060003"
"G53003300060004","2010","Washington","53","King County","033","006000","4",872.00,872,872,979,22.00,22,22,30,8.00,8,8,13,64.00,64,64,85,5.00,5,5,1,11.00,11,11,7,29.00,29,29,70,"530330060004"
"G53003300061001","2010","Washington","53","King County","033","006100","1",962.00,962,962,1068,22.00,22,22,14,3.00,3,3,3,59.00,59,59,73,1.00,1,1,0,4.00,4,4,14,23.00,23,23,42,"530330061001"
"G53003300061002","2010","Washington","53","King County","033","006100","2",1016.00,1016,1016,909,33.00,33,33,23,6.00,6,6,2,65.00,65,65,101,0.00,0,0,1,6.00,6,6,11,34.00,34,34,52,"530330061002"
"G53003300061003","2010","Washington","53","King County","033","006100","3",888.00,888,888,1109,20.00,20,20,20,9.00,9,9,4,94.00,94,94,121,1.00,1,1,5,14.00,14,14,15,36.00,36,36,50,"530330061003"
"G53003300061004","2010","Washington","53","King County","033","006100","4",1028.00,1028,1028,1001,27.00,27,27,20,4.00,4,4,2,45.00,45,45,78,1.00,1,1,1,4.00,4,4,17,42.00,42,42,40,"530330061004"
"G53003300062001","2010","Washington","53","King County","033","006200","1",1136.69,1101,1247,1144,78.00,78,78,42,7.00,7,7,11,66.00,66,68,87,1.00,1,1,0,5.99,5,8,18,29.00,29,32,64,"530330062001"
"G53003300062002","2010","Washington","53","King County","033","006200","2",1311.31,1201,1347,1280,25.00,25,25,28,6.00,6,6,4,67.00,65,67,100,0.00,0,0,3,12.01,10,13,4,48.00,45,48,56,"530330062002"
"G53003300062003","2010","Washington","53","King County","033","006200","3",917.00,917,917,873,11.00,11,11,20,0.00,0,0,0,41.00,41,41,48,1.00,1,1,0,8.00,8,8,21,29.00,29,29,45,"530330062003"
