GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,GEOID10
"G41006700319103","2010","Oregon","41","Washington County","067","031910","3",1788.00,1788,1788,1724,50.00,50,50,60,17.00,17,17,23,276.00,276,276,371,15.00,15,15,17,55.00,55,55,125,106.00,106,106,101,"410670319103"
"G41006700319111","2010","Oregon","41","Washington County","067","031911","1",1844.95,1599,2171,1797,17.07,17,19,57,10.11,10,13,15,225.82,199,277,252,5.00,5,5,18,52.88,51,54,111,86.88,71,93,102,"410670319111"
"G41006700319112","2010","Oregon","41","Washington County","067","031911","2",2276.05,1950,2522,2090,19.93,18,20,29,10.89,8,11,9,282.18,231,309,190,6.00,6,6,6,40.12,39,42,32,88.12,82,104,131,"410670319112"
"G41006700319121","2010","Oregon","41","Washington County","067","031912","1",1571.00,1571,1571,1525,26.00,26,26,28,10.00,10,10,19,100.00,100,100,104,22.00,22,22,5,65.00,65,65,177,80.00,80,80,81,"410670319121"
"G41006700319122","2010","Oregon","41","Washington County","067","031912","2",1281.00,1281,1281,1369,8.00,8,8,6,7.00,7,7,9,56.00,56,56,90,0.00,0,0,10,42.00,42,42,103,29.00,29,29,59,"410670319122"
"G41006700319123","2010","Oregon","41","Washington County","067","031912","3",667.00,667,667,622,7.00,7,7,7,7.00,7,7,11,34.00,34,34,29,0.00,0,0,1,77.00,77,77,160,23.00,23,23,31,"410670319123"
"G41006700320011","2010","Oregon","41","Washington County","067","032001","1",2680.00,2680,2680,2742,26.00,26,26,60,19.00,19,19,8,134.00,134,134,143,2.00,2,2,35,18.00,18,18,296,67.00,67,67,173,"410670320011"
"G41006700320012","2010","Oregon","41","Washington County","067","032001","2",1083.00,1083,1083,1024,8.00,8,8,11,7.00,7,7,10,29.00,29,29,13,0.00,0,0,6,20.00,20,20,41,14.00,14,14,37,"410670320012"
"G41006700320013","2010","Oregon","41","Washington County","067","032001","3",808.00,808,808,779,5.00,5,5,8,1.00,1,1,6,15.00,15,15,14,0.00,0,0,3,12.00,12,12,11,22.00,22,22,25,"410670320013"
"G41006700320031","2010","Oregon","41","Washington County","067","032003","1",595.57,156,598,1142,9.96,2,10,34,8.99,7,9,15,38.83,9,39,74,2.98,0,3,18,22.91,6,23,129,22.92,9,23,68,"410670320031"
"G41006700320032","2010","Oregon","41","Washington County","067","032003","2",1091.15,258,1185,1021,20.67,0,23,18,16.28,1,18,24,60.93,7,67,30,12.58,0,14,20,223.01,10,247,360,98.98,10,109,81,"410670320032"
"G41006700320033","2010","Oregon","41","Washington County","067","032003","3",591.43,589,1031,495,10.04,10,18,5,11.01,11,13,9,26.17,26,56,40,11.02,11,14,25,69.09,69,86,102,34.08,34,48,46,"410670320033"
"G41006700320041","2010","Oregon","41","Washington County","067","032004","1",915.85,822,1749,799,12.33,10,33,11,6.72,5,22,4,47.07,41,101,25,3.42,2,16,1,37.99,14,251,68,24.02,14,113,30,"410670320041"
"G41006700320042","2010","Oregon","41","Washington County","067","032004","2",967.26,967,984,796,7.00,7,7,16,1.00,1,1,3,40.00,40,40,25,1.00,1,1,2,70.00,70,70,95,24.00,24,24,48,"410670320042"
"G41006700320051","2010","Oregon","41","Washington County","067","032005","1",182.10,178,290,32,4.73,0,6,0,2.00,2,2,1,4.11,4,22,3,0.00,0,0,0,15.01,15,17,0,1.04,1,7,0,"410670320051"
"G41006700320052","2010","Oregon","41","Washington County","067","032005","2",1281.85,1281,1285,780,28.27,27,33,19,19.00,19,19,5,34.00,34,34,22,2.00,2,2,3,254.00,254,254,26,69.00,69,69,38,"410670320052"
"G41006700320053","2010","Oregon","41","Washington County","067","032005","3",1206.00,1206,1206,1363,20.00,20,20,42,22.00,22,22,17,57.00,57,57,49,22.00,22,22,81,169.00,169,169,867,42.00,42,42,101,"410670320053"
"G41006700320054","2010","Oregon","41","Washington County","067","032005","4",529.00,529,529,447,6.00,6,6,22,14.00,14,14,14,7.00,7,7,4,7.00,7,7,27,80.00,80,80,176,42.00,42,42,30,"410670320054"
"G41006700321031","2010","Oregon","41","Washington County","067","032103","1",1270.47,1117,1399,2364,1.00,1,1,19,3.18,1,5,5,19.99,14,25,59,0.00,0,0,6,16.44,11,21,45,34.81,31,38,61,"410670321031"
"G41006700321032","2010","Oregon","41","Washington County","067","032103","2",2295.53,2167,2449,3060,12.00,12,12,41,16.82,15,19,32,59.01,54,65,130,1.00,1,1,16,68.56,64,74,152,58.19,55,62,146,"410670321032"
"G41006700321033","2010","Oregon","41","Washington County","067","032103","3",2242.00,2242,2242,3618,15.00,15,15,28,11.00,11,11,20,68.00,68,68,143,1.00,1,1,3,90.00,90,90,73,60.00,60,60,169,"410670321033"
"G41006700321041","2010","Oregon","41","Washington County","067","032104","1",1250.00,1250,1250,1187,9.00,9,9,4,9.00,9,9,7,21.00,21,21,27,2.00,2,2,16,1.00,1,1,43,40.00,40,40,56,"410670321041"
"G41006700321042","2010","Oregon","41","Washington County","067","032104","2",1683.00,1683,1683,1819,0.00,0,0,11,17.00,17,17,7,26.00,26,26,33,1.00,1,1,13,27.00,27,27,80,68.00,68,68,71,"410670321042"
"G41006700321043","2010","Oregon","41","Washington County","067","032104","3",1174.00,1174,1174,1358,5.00,5,5,12,0.00,0,0,1,18.00,18,18,31,0.00,0,0,1,4.00,4,4,9,30.00,30,30,36,"410670321043"
"G41006700321071","2010","Oregon","41","Washington County","067","032107","1",1942.00,1908,1942,1711,5.00,5,5,13,5.00,5,5,12,49.00,49,49,45,2.00,2,2,14,23.00,23,23,68,48.00,48,48,56,"410670321071"
"G41006700321081","2010","Oregon","41","Washington County","067","032108","1",1362.00,1362,1362,1236,10.00,10,10,8,10.00,10,10,23,54.00,54,54,29,1.00,1,1,2,46.00,46,46,59,49.00,49,49,46,"410670321081"
"G41006700321082","2010","Oregon","41","Washington County","067","032108","2",1269.51,1104,1756,1263,6.70,6,9,13,9.47,9,11,11,36.43,28,64,34,13.00,13,13,19,39.87,38,46,64,41.92,37,58,59,"410670321082"
"G41006700321083","2010","Oregon","41","Washington County","067","032108","3",1224.23,738,1373,1123,8.30,6,9,21,1.53,0,2,14,79.57,52,88,76,3.00,3,3,0,28.13,22,30,35,48.08,32,53,68,"410670321083"
"G41006700321091","2010","Oregon","41","Washington County","067","032109","1",533.41,513,541,751,0.00,0,0,2,0.00,0,0,1,29.00,29,29,30,1.00,1,1,3,6.00,6,6,3,12.63,11,13,19,"410670321091"
"G41006700321092","2010","Oregon","41","Washington County","067","032109","2",454.59,447,475,1860,0.00,0,0,35,6.00,6,6,6,7.00,7,7,111,0.00,0,0,7,8.00,8,8,18,2.37,2,4,91,"410670321092"
"G41006700321101","2010","Oregon","41","Washington County","067","032110","1",535.02,528,667,2381,1.00,1,1,145,2.00,2,2,61,8.00,8,8,60,0.00,0,0,0,24.00,24,24,42,10.02,10,12,33,"410670321101"
"G41006700321102","2010","Oregon","41","Washington County","067","032110","2",490.97,359,492,774,2.00,2,2,1,1.00,1,1,2,4.00,4,4,21,0.00,0,0,0,1.00,1,1,10,2.98,1,3,23,"410670321102"
"G41006700322001","2010","Oregon","41","Washington County","067","032200","1",2002.00,2002,2002,3880,10.00,10,10,36,8.00,8,8,17,75.00,75,75,232,0.00,0,0,6,28.00,28,28,124,59.00,59,59,181,"410670322001"
"G41006700322002","2010","Oregon","41","Washington County","067","032200","2",958.00,958,958,1034,3.00,3,3,2,8.00,8,8,5,15.00,15,15,11,0.00,0,0,0,42.00,42,42,44,42.00,42,42,22,"410670322002"
"G41006700322003","2010","Oregon","41","Washington County","067","032200","3",993.00,993,993,1048,0.00,0,0,6,2.00,2,2,5,10.00,10,10,18,0.00,0,0,0,15.00,15,15,8,25.00,25,25,32,"410670322003"
"G41006700322004","2010","Oregon","41","Washington County","067","032200","4",807.00,807,807,875,9.00,9,9,2,6.00,6,6,3,6.00,6,6,18,0.00,0,0,2,16.00,16,16,11,7.00,7,7,23,"410670322004"
"G41006700323001","2010","Oregon","41","Washington County","067","032300","1",2335.29,2278,2337,3315,7.00,7,7,79,14.00,14,14,47,46.00,46,46,431,7.00,7,7,56,277.00,277,277,375,80.00,80,80,192,"410670323001"
"G41006700324041","2010","Oregon","41","Washington County","067","032404","1",705.00,705,705,779,0.00,0,0,8,0.00,0,0,0,10.00,10,10,33,0.00,0,0,5,36.00,36,36,26,21.00,21,21,25,"410670324041"
"G41006700324042","2010","Oregon","41","Washington County","067","032404","2",1113.00,1113,1113,1060,0.00,0,0,6,13.00,13,13,18,21.00,21,21,38,5.00,5,5,2,89.00,89,89,147,48.00,48,48,42,"410670324042"
"G41006700324043","2010","Oregon","41","Washington County","067","032404","3",956.00,956,956,957,2.00,2,2,7,7.00,7,7,4,17.00,17,17,21,0.00,0,0,0,58.00,58,58,73,16.00,16,16,37,"410670324043"
"G41006700324044","2010","Oregon","41","Washington County","067","032404","4",1723.00,1723,1723,1865,14.00,14,14,23,6.00,6,6,17,62.00,62,62,111,1.00,1,1,24,141.00,141,141,202,54.00,54,54,123,"410670324044"
"G41006700324045","2010","Oregon","41","Washington County","067","032404","5",1223.00,1223,1223,1235,15.00,15,15,17,12.00,12,12,10,20.00,20,20,126,6.00,6,6,14,90.00,90,90,130,14.00,14,14,75,"410670324045"
"G41006700324061","2010","Oregon","41","Washington County","067","032406","1",632.00,632,632,792,7.00,7,7,21,8.00,8,8,10,13.00,13,13,76,6.00,6,6,3,64.00,64,64,229,35.00,35,35,50,"410670324061"
"G41006700324062","2010","Oregon","41","Washington County","067","032406","2",840.00,840,840,793,8.00,8,8,11,7.00,7,7,6,29.00,29,29,51,1.00,1,1,0,31.00,31,31,52,23.00,23,23,56,"410670324062"
"G41006700324063","2010","Oregon","41","Washington County","067","032406","3",1224.00,1224,1224,1441,13.00,13,13,33,9.00,9,9,22,76.00,76,76,85,2.00,2,2,9,103.00,103,103,205,44.00,44,44,109,"410670324063"
"G41006700324064","2010","Oregon","41","Washington County","067","032406","4",2099.00,2099,2099,2328,22.00,22,22,41,7.00,7,7,33,350.00,350,350,427,7.00,7,7,15,56.00,56,56,150,103.00,103,103,142,"410670324064"
"G41006700324065","2010","Oregon","41","Washington County","067","032406","5",1007.00,1007,1007,939,13.00,13,13,28,8.00,8,8,13,146.00,146,146,201,8.00,8,8,6,11.00,11,11,40,35.00,35,35,88,"410670324065"
"G41006700324071","2010","Oregon","41","Washington County","067","032407","1",1475.00,1475,1475,1581,14.00,14,14,57,20.00,20,20,13,481.00,481,481,504,0.00,0,0,17,74.00,74,74,179,78.00,78,78,134,"410670324071"
"G41006700324072","2010","Oregon","41","Washington County","067","032407","2",2105.00,2105,2105,2243,20.00,20,20,33,9.00,9,9,8,153.00,153,153,183,13.00,13,13,4,57.00,57,57,97,63.00,63,63,121,"410670324072"
"G41006700324081","2010","Oregon","41","Washington County","067","032408","1",915.00,915,915,1723,19.00,19,19,63,4.00,4,4,17,147.00,147,147,397,4.00,4,4,9,39.00,39,39,51,43.00,43,43,133,"410670324081"
"G41006700324082","2010","Oregon","41","Washington County","067","032408","2",755.00,755,755,2796,5.00,5,5,66,11.00,11,11,20,36.00,36,36,846,0.00,0,0,7,48.00,48,48,74,10.00,10,10,177,"410670324082"
"G41006700324091","2010","Oregon","41","Washington County","067","032409","1",1260.00,1260,1260,1393,51.00,51,51,19,35.00,35,35,63,18.00,18,18,30,3.00,3,3,9,984.00,984,984,760,40.00,40,40,108,"410670324091"
"G41006700324092","2010","Oregon","41","Washington County","067","032409","2",1431.00,1431,1431,1792,23.00,23,23,41,24.00,24,24,50,20.00,20,20,36,3.00,3,3,9,936.00,936,936,879,109.00,109,109,147,"410670324092"
"G41006700324101","2010","Oregon","41","Washington County","067","032410","1",1101.00,1101,1101,1409,23.00,23,23,29,4.00,4,4,29,76.00,76,76,159,3.00,3,3,4,60.00,60,60,198,36.00,36,36,92,"410670324101"
"G41006700324102","2010","Oregon","41","Washington County","067","032410","2",705.00,705,705,640,12.00,12,12,8,7.00,7,7,28,15.00,15,15,23,1.00,1,1,4,199.00,199,199,243,12.00,12,12,42,"410670324102"
"G41006700324103","2010","Oregon","41","Washington County","067","032410","3",422.00,422,422,569,11.00,11,11,8,19.00,19,19,37,7.00,7,7,8,0.00,0,0,1,896.00,896,896,424,42.00,42,42,50,"410670324103"
"G41006700325011","2010","Oregon","41","Washington County","067","032501","1",1108.00,1108,1108,1648,24.00,24,24,70,31.00,31,31,44,28.00,28,28,53,3.00,3,3,3,205.00,205,205,287,37.00,37,37,101,"410670325011"
"G41006700325012","2010","Oregon","41","Washington County","067","032501","2",871.90,871,872,771,3.00,3,3,22,7.00,7,7,24,10.81,9,11,23,0.00,0,0,2,356.00,356,356,368,41.81,40,42,65,"410670325012"
"G41006700325021","2010","Oregon","41","Washington County","067","032502","1",1062.10,1062,1063,2065,6.00,6,6,53,6.00,6,6,35,29.19,29,31,205,14.00,14,14,19,147.00,147,147,334,39.19,39,41,128,"410670325021"
"G41006700325031","2010","Oregon","41","Washington County","067","032503","1",1275.00,1275,1275,1651,10.00,10,10,36,13.00,13,13,28,29.00,29,29,165,3.00,3,3,12,60.00,60,60,120,37.00,37,37,83,"410670325031"
"G41006700325032","2010","Oregon","41","Washington County","067","032503","2",1045.00,1045,1045,1045,7.00,7,7,7,7.00,7,7,10,20.00,20,20,21,1.00,1,1,2,199.00,199,199,243,28.00,28,28,67,"410670325032"
"G41006700326031","2010","Oregon","41","Washington County","067","032603","1",881.00,881,881,1163,3.00,3,3,40,12.00,12,12,9,25.00,25,25,92,3.00,3,3,2,70.00,70,70,135,15.00,15,15,68,"410670326031"
"G41006700326032","2010","Oregon","41","Washington County","067","032603","2",1167.73,1134,2055,1316,12.62,12,29,15,5.07,5,7,11,68.47,67,107,112,8.00,8,8,3,26.59,26,42,28,23.40,23,34,49,"410670326032"
"G41006700326033","2010","Oregon","41","Washington County","067","032603","3",1256.00,1256,1256,1348,6.00,6,6,9,3.00,3,3,7,24.00,24,24,35,7.00,7,7,18,61.00,61,61,70,34.00,34,34,45,"410670326033"
"G41006700326034","2010","Oregon","41","Washington County","067","032603","4",2419.27,1532,2453,2200,22.38,6,23,30,6.93,5,7,12,102.53,64,104,121,5.00,5,5,5,37.41,22,38,90,71.60,61,72,111,"410670326034"
"G41006700326041","2010","Oregon","41","Washington County","067","032604","1",581.00,581,581,555,7.00,7,7,18,18.00,18,18,10,4.00,4,4,9,1.00,1,1,1,88.00,88,88,151,22.00,22,22,33,"410670326041"
"G41006700326042","2010","Oregon","41","Washington County","067","032604","2",743.00,743,743,827,12.00,12,12,8,12.00,12,12,14,9.00,9,9,16,0.00,0,0,2,74.00,74,74,114,37.00,37,37,47,"410670326042"
"G41006700326043","2010","Oregon","41","Washington County","067","032604","3",916.00,916,916,512,30.00,30,30,11,21.00,21,21,8,11.00,11,11,7,0.00,0,0,0,120.00,120,120,147,55.00,55,55,26,"410670326043"
"G41006700326044","2010","Oregon","41","Washington County","067","032604","4",1127.00,1127,1127,1113,14.00,14,14,19,16.00,16,16,20,8.00,8,8,18,1.00,1,1,7,411.00,411,411,388,52.00,52,52,80,"410670326044"
"G41006700326045","2010","Oregon","41","Washington County","067","032604","5",1127.00,1127,1127,1521,5.00,5,5,24,4.00,4,4,23,16.00,16,16,121,0.00,0,0,3,68.00,68,68,162,54.00,54,54,96,"410670326045"
"G41006700326061","2010","Oregon","41","Washington County","067","032606","1",1085.00,1085,1085,1171,4.00,4,4,13,3.00,3,3,13,28.00,28,28,33,1.00,1,1,1,40.00,40,40,98,36.00,36,36,42,"410670326061"
"G41006700326062","2010","Oregon","41","Washington County","067","032606","2",1095.00,1095,1095,1075,37.00,37,37,24,16.00,16,16,29,40.00,40,40,14,2.00,2,2,20,300.00,300,300,430,86.00,86,86,78,"410670326062"
"G41006700326063","2010","Oregon","41","Washington County","067","032606","3",753.00,753,753,702,1.00,1,1,4,0.00,0,0,2,8.00,8,8,8,0.00,0,0,1,12.00,12,12,28,6.00,6,6,19,"410670326063"
"G41006700326064","2010","Oregon","41","Washington County","067","032606","4",1102.00,1102,1102,1038,4.00,4,4,17,22.00,22,22,28,11.00,11,11,30,0.00,0,0,17,215.00,215,215,222,36.00,36,36,65,"410670326064"
"G41006700326065","2010","Oregon","41","Washington County","067","032606","5",1021.00,1021,1021,952,8.00,8,8,12,6.00,6,6,19,31.00,31,31,41,9.00,9,9,11,87.00,87,87,136,42.00,42,42,47,"410670326065"
"G41006700326071","2010","Oregon","41","Washington County","067","032607","1",1097.00,1097,1097,2600,17.00,17,17,84,10.00,10,10,16,196.00,196,196,520,2.00,2,2,8,18.00,18,18,46,38.00,38,38,94,"410670326071"
"G41006700326081","2010","Oregon","41","Washington County","067","032608","1",1501.00,1501,1501,1754,22.00,22,22,39,7.00,7,7,14,231.00,231,231,221,2.00,2,2,8,48.00,48,48,72,61.00,61,61,90,"410670326081"
"G41006700326091","2010","Oregon","41","Washington County","067","032609","1",1150.00,1150,1150,1602,9.00,9,9,30,21.00,21,21,19,170.00,170,170,351,0.00,0,0,1,28.00,28,28,62,55.00,55,55,88,"410670326091"
"G41006700326101","2010","Oregon","41","Washington County","067","032610","1",1287.00,1287,1287,1671,18.00,18,18,22,30.00,30,30,22,77.00,77,77,164,2.00,2,2,3,101.00,101,101,108,40.00,40,40,67,"410670326101"
"G41006700326102","2010","Oregon","41","Washington County","067","032610","2",671.00,671,671,680,1.00,1,1,17,4.00,4,4,4,16.00,16,16,24,0.00,0,0,1,58.00,58,58,56,22.00,22,22,36,"410670326102"
"G41006700327001","2010","Oregon","41","Washington County","067","032700","1",1207.00,1207,1207,1224,2.00,2,2,3,9.00,9,9,6,34.00,34,34,43,0.00,0,0,1,124.00,124,124,24,30.00,30,30,25,"410670327001"
"G41006700327002","2010","Oregon","41","Washington County","067","032700","2",1359.00,1359,1359,1598,1.00,1,1,8,25.00,25,25,24,16.00,16,16,22,2.00,2,2,12,43.00,43,43,57,35.00,35,35,64,"410670327002"
"G41006700327003","2010","Oregon","41","Washington County","067","032700","3",1562.41,1308,1563,1577,3.00,3,3,3,5.00,5,5,15,23.00,22,23,36,4.00,4,4,4,25.00,25,25,20,33.97,27,34,34,"410670327003"
"G41006700328001","2010","Oregon","41","Washington County","067","032800","1",1248.00,1248,1248,1110,0.00,0,0,6,7.00,7,7,5,7.00,7,7,9,0.00,0,0,0,90.00,90,90,51,23.00,23,23,25,"410670328001"
"G41006700329011","2010","Oregon","41","Washington County","067","032901","1",1490.00,1490,1490,2252,20.00,20,20,29,16.00,16,16,26,21.00,21,21,141,8.00,8,8,3,284.00,284,284,495,74.00,74,74,137,"410670329011"
"G41006700329012","2010","Oregon","41","Washington County","067","032901","2",1356.00,1356,1356,1600,7.00,7,7,40,17.00,17,17,43,13.00,13,13,33,3.00,3,3,0,455.00,455,455,709,94.00,94,94,90,"410670329012"
"G41006700329021","2010","Oregon","41","Washington County","067","032902","1",712.41,707,714,720,2.00,2,2,15,14.00,14,14,26,15.00,15,15,20,5.00,5,5,3,293.00,293,293,344,72.00,72,72,40,"410670329021"
"G41006700329022","2010","Oregon","41","Washington County","067","032902","2",1910.59,1909,1916,1987,9.00,9,9,33,31.00,31,31,37,26.00,26,26,41,8.00,8,8,3,862.00,862,862,798,63.00,63,63,121,"410670329022"
"G41006700329023","2010","Oregon","41","Washington County","067","032902","3",930.00,930,930,805,14.00,14,14,15,5.00,5,5,8,20.00,20,20,21,0.00,0,0,2,139.00,139,139,271,16.00,16,16,36,"410670329023"
"G41006700329024","2010","Oregon","41","Washington County","067","032902","4",1362.00,1362,1362,1402,23.00,23,23,20,39.00,39,39,22,18.00,18,18,19,3.00,3,3,1,396.00,396,396,686,71.00,71,71,72,"410670329024"
"G41006700330001","2010","Oregon","41","Washington County","067","033000","1",1158.00,1158,1158,1047,1.00,1,1,1,14.00,14,14,7,32.00,32,32,19,5.00,5,5,4,97.00,97,97,69,31.00,31,31,35,"410670330001"
"G41006700330002","2010","Oregon","41","Washington County","067","033000","2",1380.00,1380,1380,1450,3.00,3,3,6,7.00,7,7,12,18.00,18,18,24,1.00,1,1,2,73.00,73,73,54,43.00,43,43,59,"410670330002"
"G41006700330003","2010","Oregon","41","Washington County","067","033000","3",1178.94,1122,1179,1177,1.00,1,1,1,4.00,4,4,10,3.00,3,3,38,2.00,2,2,1,92.00,91,92,69,9.00,9,9,16,"410670330003"
"G41006700330004","2010","Oregon","41","Washington County","067","033000","4",1344.06,1344,1401,1287,4.00,4,4,9,7.00,7,7,13,12.00,12,12,21,2.00,2,2,0,59.00,59,60,33,18.00,18,18,22,"410670330004"
"G41006700331011","2010","Oregon","41","Washington County","067","033101","1",2432.36,2397,2626,2462,9.31,9,11,21,17.15,17,18,23,18.31,18,20,38,2.00,2,2,3,192.48,188,217,198,110.39,109,118,100,"410670331011"
"G41006700331021","2010","Oregon","41","Washington County","067","033102","1",1480.64,1287,1516,1405,14.69,13,15,2,34.85,34,35,20,22.69,21,23,27,2.00,2,2,5,168.52,144,173,321,44.61,37,46,52,"410670331021"
"G41006700331022","2010","Oregon","41","Washington County","067","033102","2",1216.00,1216,1216,1020,8.00,8,8,6,11.00,11,11,38,18.00,18,18,21,2.00,2,2,3,246.00,246,246,300,48.00,48,48,57,"410670331022"
"G41006700332001","2010","Oregon","41","Washington County","067","033200","1",886.00,886,886,766,2.00,2,2,4,13.00,13,13,25,9.00,9,9,15,1.00,1,1,0,422.00,422,422,626,76.00,76,76,63,"410670332001"
"G41006700332002","2010","Oregon","41","Washington County","067","033200","2",1706.57,1636,2502,1911,17.03,17,20,22,23.09,23,31,20,162.42,162,172,252,19.00,19,19,13,406.64,400,516,309,107.87,106,127,198,"410670332002"
"G41006700332003","2010","Oregon","41","Washington County","067","033200","3",1580.43,785,1651,1646,4.97,2,5,34,22.91,15,23,27,33.58,24,34,38,4.00,4,4,8,313.36,204,320,430,69.13,50,71,45,"410670332003"
