GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,GEOID10
"G53003300085001","2010","Washington","53","King County","033","008500","1",1118.00,1118,1118,1127,"530330085001"
"G53003300085002","2010","Washington","53","King County","033","008500","2",1187.00,1187,1187,993,"530330085002"
"G53003300085003","2010","Washington","53","King County","033","008500","3",3720.00,3720,3720,2221,"530330085003"
"G53003300086001","2010","Washington","53","King County","033","008600","1",858.00,858,858,1207,"530330086001"
"G53003300086002","2010","Washington","53","King County","033","008600","2",2135.00,2135,2135,2684,"530330086002"
"G53003300086003","2010","Washington","53","King County","033","008600","3",1105.00,1105,1105,1164,"530330086003"
"G53003300087001","2010","Washington","53","King County","033","008700","1",1534.00,1534,1534,1404,"530330087001"
"G53003300087002","2010","Washington","53","King County","033","008700","2",1019.00,1019,1019,1112,"530330087002"
"G53003300087003","2010","Washington","53","King County","033","008700","3",1237.00,1237,1237,1327,"530330087003"
"G53003300088001","2010","Washington","53","King County","033","008800","1",1269.00,1269,1269,1346,"530330088001"
"G53003300088002","2010","Washington","53","King County","033","008800","2",1274.00,1274,1274,1213,"530330088002"
"G53003300088003","2010","Washington","53","King County","033","008800","3",963.00,963,963,944,"530330088003"
"G53003300089001","2010","Washington","53","King County","033","008900","1",1138.00,1138,1138,1162,"530330089001"
"G53003300089002","2010","Washington","53","King County","033","008900","2",1250.00,1250,1250,1272,"530330089002"
"G53003300089003","2010","Washington","53","King County","033","008900","3",1130.00,1130,1130,1190,"530330089003"
"G53003300089004","2010","Washington","53","King County","033","008900","4",1078.00,1078,1078,1205,"530330089004"
"G53003300090001","2010","Washington","53","King County","033","009000","1",783.00,783,783,1214,"530330090001"
"G53003300090002","2010","Washington","53","King County","033","009000","2",1351.00,1351,1351,1711,"530330090002"
"G53003300091001","2010","Washington","53","King County","033","009100","1",945.00,945,945,1301,"530330091001"
"G53003300091002","2010","Washington","53","King County","033","009100","2",1138.00,1138,1138,1207,"530330091002"
"G53003300092001","2010","Washington","53","King County","033","009200","1",925.00,925,925,1326,"530330092001"
"G53003300092002","2010","Washington","53","King County","033","009200","2",911.00,911,911,1499,"530330092002"
"G53003300093001","2010","Washington","53","King County","033","009300","1",959.79,253,960,816,"530330093001"
"G53003300093002","2010","Washington","53","King County","033","009300","2",667.00,667,667,389,"530330093002"
"G53003300093003","2010","Washington","53","King County","033","009300","3",975.00,975,975,1149,"530330093003"
"G53003300094001","2010","Washington","53","King County","033","009400","1",1086.00,1086,1086,1133,"530330094001"
"G53003300094002","2010","Washington","53","King County","033","009400","2",863.21,863,1570,1189,"530330094002"
"G53003300094003","2010","Washington","53","King County","033","009400","3",1182.00,1182,1182,1173,"530330094003"
"G53003300094004","2010","Washington","53","King County","033","009400","4",700.00,700,700,753,"530330094004"
"G53003300094005","2010","Washington","53","King County","033","009400","5",1371.00,1371,1371,1452,"530330094005"
"G53003300095001","2010","Washington","53","King County","033","009500","1",1564.58,1547,1567,1545,"530330095001"
"G53003300095002","2010","Washington","53","King County","033","009500","2",1432.00,1432,1432,1547,"530330095002"
"G53003300095003","2010","Washington","53","King County","033","009500","3",1364.42,1362,1382,1387,"530330095003"
"G53003300095004","2010","Washington","53","King County","033","009500","4",1356.00,1356,1356,1427,"530330095004"
"G53003300096001","2010","Washington","53","King County","033","009600","1",755.00,755,755,748,"530330096001"
"G53003300096002","2010","Washington","53","King County","033","009600","2",848.00,848,848,1002,"530330096002"
"G53003300096003","2010","Washington","53","King County","033","009600","3",1043.00,1043,1043,1010,"530330096003"
"G53003300096004","2010","Washington","53","King County","033","009600","4",1037.00,1037,1037,1187,"530330096004"
"G53003300096005","2010","Washington","53","King County","033","009600","5",1236.00,1236,1236,1305,"530330096005"
"G53003300097011","2010","Washington","53","King County","033","009701","1",1578.00,1578,1578,1650,"530330097011"
"G53003300097012","2010","Washington","53","King County","033","009701","2",1035.00,1035,1035,986,"530330097012"
"G53003300097013","2010","Washington","53","King County","033","009701","3",1158.00,1158,1158,1116,"530330097013"
"G53003300097014","2010","Washington","53","King County","033","009701","4",1552.00,1552,1552,1538,"530330097014"
"G53003300097021","2010","Washington","53","King County","033","009702","1",1226.00,1226,1226,1246,"530330097021"
"G53003300097022","2010","Washington","53","King County","033","009702","2",915.00,915,915,957,"530330097022"
"G53003300097023","2010","Washington","53","King County","033","009702","3",805.00,805,805,842,"530330097023"
"G53003300097024","2010","Washington","53","King County","033","009702","4",956.00,956,956,973,"530330097024"
"G53003300097025","2010","Washington","53","King County","033","009702","5",1109.00,1109,1109,1155,"530330097025"
"G53003300098001","2010","Washington","53","King County","033","009800","1",1193.00,1193,1193,1246,"530330098001"
"G53003300098002","2010","Washington","53","King County","033","009800","2",1097.00,1097,1097,1184,"530330098002"
"G53003300098003","2010","Washington","53","King County","033","009800","3",1221.76,1220,1334,1268,"530330098003"
"G53003300098004","2010","Washington","53","King County","033","009800","4",1159.24,1047,1161,1301,"530330098004"
"G53003300098005","2010","Washington","53","King County","033","009800","5",1149.00,1149,1149,1199,"530330098005"
"G53003300099001","2010","Washington","53","King County","033","009900","1",1015.00,1015,1015,1128,"530330099001"
"G53003300099002","2010","Washington","53","King County","033","009900","2",1338.93,1207,1339,1431,"530330099002"
"G53003300099003","2010","Washington","53","King County","033","009900","3",1212.00,1212,1212,1219,"530330099003"
"G53003300099004","2010","Washington","53","King County","033","009900","4",772.07,772,904,1009,"530330099004"
"G53003300100011","2010","Washington","53","King County","033","010001","1",886.96,824,887,873,"530330100011"
"G53003300100012","2010","Washington","53","King County","033","010001","2",1414.04,1414,1477,1449,"530330100012"
"G53003300100013","2010","Washington","53","King County","033","010001","3",1130.00,1130,1130,1447,"530330100013"
"G53003300100021","2010","Washington","53","King County","033","010002","1",910.00,910,910,911,"530330100021"
"G53003300100022","2010","Washington","53","King County","033","010002","2",1386.00,1386,1386,1289,"530330100022"
"G53003300100023","2010","Washington","53","King County","033","010002","3",1087.00,1087,1087,921,"530330100023"
"G53003300100024","2010","Washington","53","King County","033","010002","4",1325.00,1325,1325,1192,"530330100024"
"G53003300101001","2010","Washington","53","King County","033","010100","1",1158.00,1158,1158,1112,"530330101001"
"G53003300101002","2010","Washington","53","King County","033","010100","2",932.00,932,932,1012,"530330101002"
"G53003300101003","2010","Washington","53","King County","033","010100","3",1037.00,1037,1037,764,"530330101003"
"G53003300101004","2010","Washington","53","King County","033","010100","4",1259.00,1259,1259,1546,"530330101004"
"G53003300101005","2010","Washington","53","King County","033","010100","5",1557.00,1557,1557,2119,"530330101005"
"G53003300102001","2010","Washington","53","King County","033","010200","1",1414.00,1414,1414,1420,"530330102001"
"G53003300102002","2010","Washington","53","King County","033","010200","2",1055.00,1055,1055,999,"530330102002"
"G53003300102003","2010","Washington","53","King County","033","010200","3",1309.00,1309,1309,1224,"530330102003"
"G53003300102004","2010","Washington","53","King County","033","010200","4",1092.00,1092,1092,1192,"530330102004"
"G53003300103001","2010","Washington","53","King County","033","010300","1",1020.00,1020,1020,948,"530330103001"
"G53003300103002","2010","Washington","53","King County","033","010300","2",1346.00,1346,1346,1255,"530330103002"
"G53003300103003","2010","Washington","53","King County","033","010300","3",1225.00,1225,1225,1259,"530330103003"
"G53003300103004","2010","Washington","53","King County","033","010300","4",1220.00,1220,1220,1140,"530330103004"
"G53003300103005","2010","Washington","53","King County","033","010300","5",1367.00,1367,1367,1338,"530330103005"
"G53003300104011","2010","Washington","53","King County","033","010401","1",1286.00,1286,1286,1179,"530330104011"
"G53003300104012","2010","Washington","53","King County","033","010401","2",1660.67,997,1945,1782,"530330104012"
"G53003300104013","2010","Washington","53","King County","033","010401","3",1450.22,482,1635,1471,"530330104013"
