GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,GEOID10
"G53003300222014","2010","Washington","53","King County","033","022201","4",1148.00,1148,1148,1044,"530330222014"
"G53003300222021","2010","Washington","53","King County","033","022202","1",1252.00,1252,1252,1206,"530330222021"
"G53003300222022","2010","Washington","53","King County","033","022202","2",1451.00,1451,1451,1374,"530330222022"
"G53003300222023","2010","Washington","53","King County","033","022202","3",1634.00,1634,1634,1540,"530330222023"
"G53003300222024","2010","Washington","53","King County","033","022202","4",955.00,955,955,990,"530330222024"
"G53003300222025","2010","Washington","53","King County","033","022202","5",1498.00,1498,1498,1963,"530330222025"
"G53003300222031","2010","Washington","53","King County","033","022203","1",1635.00,1635,1635,1901,"530330222031"
"G53003300222032","2010","Washington","53","King County","033","022203","2",1788.00,1788,1788,1947,"530330222032"
"G53003300222033","2010","Washington","53","King County","033","022203","3",1006.00,1006,1006,1017,"530330222033"
"G53003300223001","2010","Washington","53","King County","033","022300","1",1550.48,1538,1555,1533,"530330223001"
"G53003300223002","2010","Washington","53","King County","033","022300","2",1004.52,1000,1017,1148,"530330223002"
"G53003300224001","2010","Washington","53","King County","033","022400","1",1575.00,1575,1575,1691,"530330224001"
"G53003300224002","2010","Washington","53","King County","033","022400","2",1117.00,1117,1117,1310,"530330224002"
"G53003300224003","2010","Washington","53","King County","033","022400","3",1358.84,1189,1371,1526,"530330224003"
"G53003300224004","2010","Washington","53","King County","033","022400","4",1231.00,1231,1231,1394,"530330224004"
"G53003300224005","2010","Washington","53","King County","033","022400","5",721.27,713,804,783,"530330224005"
"G53003300224006","2010","Washington","53","King County","033","022400","6",1109.89,1106,1208,1231,"530330224006"
"G53003300225001","2010","Washington","53","King County","033","022500","1",1060.00,1060,1060,1167,"530330225001"
"G53003300225002","2010","Washington","53","King County","033","022500","2",1466.00,1466,1466,1485,"530330225002"
"G53003300225003","2010","Washington","53","King County","033","022500","3",932.00,932,932,989,"530330225003"
"G53003300225004","2010","Washington","53","King County","033","022500","4",1267.00,1267,1267,1500,"530330225004"
"G53003300225005","2010","Washington","53","King County","033","022500","5",1521.00,1521,1521,2002,"530330225005"
"G53003300226031","2010","Washington","53","King County","033","022603","1",829.00,829,829,778,"530330226031"
"G53003300226032","2010","Washington","53","King County","033","022603","2",887.00,887,887,941,"530330226032"
"G53003300226033","2010","Washington","53","King County","033","022603","3",884.00,884,884,1011,"530330226033"
"G53003300226034","2010","Washington","53","King County","033","022603","4",1188.00,1188,1188,1585,"530330226034"
"G53003300226035","2010","Washington","53","King County","033","022603","5",699.00,699,699,1009,"530330226035"
"G53003300226041","2010","Washington","53","King County","033","022604","1",1511.00,1511,1511,1702,"530330226041"
"G53003300226042","2010","Washington","53","King County","033","022604","2",1134.00,1134,1134,1262,"530330226042"
"G53003300226043","2010","Washington","53","King County","033","022604","3",1178.00,1178,1178,1269,"530330226043"
"G53003300226051","2010","Washington","53","King County","033","022605","1",1979.00,1979,1979,1962,"530330226051"
"G53003300226052","2010","Washington","53","King County","033","022605","2",1298.00,1298,1298,1607,"530330226052"
"G53003300226053","2010","Washington","53","King County","033","022605","3",1803.00,1803,1803,1841,"530330226053"
"G53003300226061","2010","Washington","53","King County","033","022606","1",1278.00,1278,1278,1256,"530330226061"
"G53003300226062","2010","Washington","53","King County","033","022606","2",1295.50,1263,1998,1220,"530330226062"
"G53003300226063","2010","Washington","53","King County","033","022606","3",1719.00,1719,1719,1753,"530330226063"
"G53003300226064","2010","Washington","53","King County","033","022606","4",1195.64,1188,2987,1201,"530330226064"
"G53003300227011","2010","Washington","53","King County","033","022701","1",1323.00,1323,1323,1381,"530330227011"
"G53003300227012","2010","Washington","53","King County","033","022701","2",1260.90,1260,1555,1165,"530330227012"
"G53003300227021","2010","Washington","53","King County","033","022702","1",1199.00,1199,1199,1267,"530330227021"
"G53003300227022","2010","Washington","53","King County","033","022702","2",1121.68,819,1122,985,"530330227022"
"G53003300227023","2010","Washington","53","King County","033","022702","3",1077.69,1010,1081,1477,"530330227023"
"G53003300227031","2010","Washington","53","King County","033","022703","1",1246.00,1187,1246,1355,"530330227031"
"G53003300227032","2010","Washington","53","King County","033","022703","2",1014.00,1014,1014,1018,"530330227032"
"G53003300228011","2010","Washington","53","King County","033","022801","1",2183.36,392,2191,2426,"530330228011"
"G53003300228012","2010","Washington","53","King County","033","022801","2",2603.26,330,3879,3010,"530330228012"
"G53003300228013","2010","Washington","53","King County","033","022801","3",1591.50,889,1624,1541,"530330228013"
"G53003300228014","2010","Washington","53","King County","033","022801","4",1291.74,16,3565,1337,"530330228014"
"G53003300228021","2010","Washington","53","King County","033","022802","1",1622.00,1622,1622,1809,"530330228021"
"G53003300228022","2010","Washington","53","King County","033","022802","2",1506.00,1506,1506,1610,"530330228022"
"G53003300228023","2010","Washington","53","King County","033","022802","3",1256.00,1256,1256,1372,"530330228023"
"G53003300228031","2010","Washington","53","King County","033","022803","1",956.00,956,956,765,"530330228031"
"G53003300228032","2010","Washington","53","King County","033","022803","2",2272.00,2272,2272,2681,"530330228032"
"G53003300228033","2010","Washington","53","King County","033","022803","3",936.00,936,936,1541,"530330228033"
"G53003300229011","2010","Washington","53","King County","033","022901","1",1663.00,1663,1663,1539,"530330229011"
"G53003300229012","2010","Washington","53","King County","033","022901","2",1339.00,1339,1339,1385,"530330229012"
"G53003300229021","2010","Washington","53","King County","033","022902","1",1657.00,1657,1657,1830,"530330229021"
"G53003300229022","2010","Washington","53","King County","033","022902","2",853.00,853,853,873,"530330229022"
"G53003300229023","2010","Washington","53","King County","033","022902","3",859.00,859,859,799,"530330229023"
"G53003300229024","2010","Washington","53","King County","033","022902","4",1492.00,1492,1492,1702,"530330229024"
"G53003300229025","2010","Washington","53","King County","033","022902","5",1158.57,673,1360,1095,"530330229025"
"G53003300230001","2010","Washington","53","King County","033","023000","1",1339.81,1339,1532,1346,"530330230001"
"G53003300230002","2010","Washington","53","King County","033","023000","2",1231.00,1231,1231,1261,"530330230002"
"G53003300230003","2010","Washington","53","King County","033","023000","3",1289.00,1289,1289,1255,"530330230003"
"G53003300230004","2010","Washington","53","King County","033","023000","4",1292.62,1092,1586,1328,"530330230004"
"G53003300231001","2010","Washington","53","King County","033","023100","1",997.00,997,997,998,"530330231001"
"G53003300231002","2010","Washington","53","King County","033","023100","2",1280.00,1280,1280,1297,"530330231002"
"G53003300231003","2010","Washington","53","King County","033","023100","3",1408.00,1408,1408,1497,"530330231003"
"G53003300232011","2010","Washington","53","King County","033","023201","1",1129.00,1129,1129,1147,"530330232011"
"G53003300232012","2010","Washington","53","King County","033","023201","2",2169.66,1066,4074,2341,"530330232012"
"G53003300232013","2010","Washington","53","King County","033","023201","3",2178.34,274,3282,2735,"530330232013"
"G53003300232021","2010","Washington","53","King County","033","023202","1",2119.75,1035,2596,2075,"530330232021"
"G53003300232022","2010","Washington","53","King County","033","023202","2",1106.00,1106,1106,1112,"530330232022"
"G53003300232023","2010","Washington","53","King County","033","023202","3",760.25,284,1845,1158,"530330232023"
"G53003300233001","2010","Washington","53","King County","033","023300","1",1954.00,1954,1954,2022,"530330233001"
"G53003300233002","2010","Washington","53","King County","033","023300","2",1134.00,1134,1134,1033,"530330233002"
"G53003300233003","2010","Washington","53","King County","033","023300","3",1764.00,1764,1764,1698,"530330233003"
"G53003300233004","2010","Washington","53","King County","033","023300","4",1434.00,1434,1434,1464,"530330233004"
"G53003300234011","2010","Washington","53","King County","033","023401","1",976.44,975,1110,1025,"530330234011"
"G53003300234012","2010","Washington","53","King County","033","023401","2",1369.55,611,1773,1517,"530330234012"
"G53003300234013","2010","Washington","53","King County","033","023401","3",1087.01,685,1712,1004,"530330234013"
"G53003300234031","2010","Washington","53","King County","033","023403","1",1547.04,1297,1791,1523,"530330234031"
"G53003300234032","2010","Washington","53","King County","033","023403","2",1017.00,1017,1017,1079,"530330234032"
"G53003300234033","2010","Washington","53","King County","033","023403","3",1215.00,1215,1215,1286,"530330234033"
"G53003300234041","2010","Washington","53","King County","033","023404","1",1818.96,1575,2069,1790,"530330234041"
"G53003300234042","2010","Washington","53","King County","033","023404","2",1554.00,1554,1554,1531,"530330234042"
"G53003300235001","2010","Washington","53","King County","033","023500","1",1100.00,1100,1100,1248,"530330235001"
"G53003300235002","2010","Washington","53","King County","033","023500","2",1097.00,1097,1097,1109,"530330235002"
"G53003300235003","2010","Washington","53","King County","033","023500","3",1268.00,1268,1268,1310,"530330235003"
"G53003300236011","2010","Washington","53","King County","033","023601","1",1404.00,1404,1404,1379,"530330236011"
"G53003300236012","2010","Washington","53","King County","033","023601","2",1281.00,1281,1281,1323,"530330236012"
"G53003300236013","2010","Washington","53","King County","033","023601","3",964.00,964,964,1110,"530330236013"
"G53003300236031","2010","Washington","53","King County","033","023603","1",1047.00,1047,1047,1067,"530330236031"
"G53003300236032","2010","Washington","53","King County","033","023603","2",1903.00,1903,1903,2358,"530330236032"
"G53003300236033","2010","Washington","53","King County","033","023603","3",1121.82,616,1609,1132,"530330236033"
"G53003300236034","2010","Washington","53","King County","033","023603","4",1227.18,740,1733,1406,"530330236034"
"G53003300236041","2010","Washington","53","King County","033","023604","1",2167.00,2167,2167,2158,"530330236041"
"G53003300236042","2010","Washington","53","King County","033","023604","2",1071.00,1071,1071,1151,"530330236042"
"G53003300236043","2010","Washington","53","King County","033","023604","3",1243.05,356,1977,1272,"530330236043"
"G53003300236044","2010","Washington","53","King County","033","023604","4",1301.95,568,2189,1257,"530330236044"
"G53003300237001","2010","Washington","53","King County","033","023700","1",973.00,973,973,954,"530330237001"
"G53003300237002","2010","Washington","53","King County","033","023700","2",1626.00,1626,1626,1685,"530330237002"
"G53003300237003","2010","Washington","53","King County","033","023700","3",1467.63,1464,1897,1332,"530330237003"
"G53003300238011","2010","Washington","53","King County","033","023801","1",1457.37,1386,1481,1590,"530330238011"
"G53003300238012","2010","Washington","53","King County","033","023801","2",963.63,940,1035,946,"530330238012"
"G53003300238031","2010","Washington","53","King County","033","023803","1",429.00,429,429,1439,"530330238031"
"G53003300238032","2010","Washington","53","King County","033","023803","2",942.00,942,942,2062,"530330238032"
"G53003300238041","2010","Washington","53","King County","033","023804","1",905.00,905,905,1256,"530330238041"
"G53003300238042","2010","Washington","53","King County","033","023804","2",208.00,208,208,1311,"530330238042"
"G53003300238043","2010","Washington","53","King County","033","023804","3",104.00,104,104,1079,"530330238043"
"G53003300239001","2010","Washington","53","King County","033","023900","1",1852.00,1852,1852,1955,"530330239001"
"G53003300239002","2010","Washington","53","King County","033","023900","2",1560.00,1560,1560,1688,"530330239002"
"G53003300239003","2010","Washington","53","King County","033","023900","3",1765.00,1765,1765,1962,"530330239003"
"G53003300239004","2010","Washington","53","King County","033","023900","4",1297.00,1297,1297,1319,"530330239004"
"G53003300240001","2010","Washington","53","King County","033","024000","1",1697.00,1697,1697,1872,"530330240001"
"G53003300240002","2010","Washington","53","King County","033","024000","2",1633.00,1633,1633,1755,"530330240002"
